name		clarkplr
	sound	data/sounds/xclark04.wav
	frame	data/chars/xclark/jump04.png
	@cmd	leaper -1.5 1.5
	frame	data/chars/xclark/jua10.png
	frame	data/chars/xclark/jua11.png #2
	delay	500
	attack	143 122 80 55 25 1 0 0 20 0
	frame	data/chars/xclark/jua12.png
	@cmd	clearL
	frame	data/chars/xclark/jua13.png
	attack	0 0 0 0
	delay	2
	move	3
	frame	data/chars/xclark/rise2.png #5
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise3.png
	move	2
	frame	data/chars/xclark/rise4.png
	frame	data/chars/xclark/rise4.png
	frame	data/chars/xclark/rise4.png
	frame	data/chars/xclark/rise4.png
		
anim	jumpdelay
	loop	0
	delay	7
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/rise3.png
		
anim	jumpforward
	loop	0
	delay	7
	offset	145 211
	bbox	120 100 30 50
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xclark04.wav
	forcedirection	-1
	staydown	300 300
	frame	data/chars/xclark/jump04.png
	frame	data/chars/xclark/jua01.png
	attack	130 132 90 50 30 1 0 0 20 0
	frame	data/chars/xclark/jua02.png
	delay	30
	frame	data/chars/xclark/jua03.png
		
anim	jumpland
	loop	0
	delay	7
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/rise3.png
		
anim	pain
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/pain1.png
	offset	140 211
	frame	data/chars/xclark/pain2.png
	offset	146 211
	frame	data/chars/xclark/pain2.png
	offset	145 211
	frame	data/chars/xclark/pain2.png
		
anim	pain2
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/pain3.png
	offset	140 211
	frame	data/chars/xclark/pain4.png
	offset	146 211
	frame	data/chars/xclark/pain4.png
	offset	145 211
	frame	data/chars/xclark/pain4.png
		
anim	pain3
	loop	0
	delay	2
	offset	145 211
	bbox	130 125 30 75
	move	-6
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain2.png
	frame	data/chars/xclark/pain2.png
	frame	data/chars/xclark/pain2.png
	move	-4
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain3.png
	frame	data/chars/xclark/pain3.png
	move	-2
	frame	data/chars/xclark/pain3.png
	frame	data/chars/xclark/pain4.png
	frame	data/chars/xclark/pain4.png
	delay	50
	frame	data/chars/xclark/pain4.png
		
anim	pain5
	loop	0
	delay	12
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/pain1.png
	frame	data/chars/xclark/pain2.png
	frame	data/chars/xclark/pain3.png
	frame	data/chars/xclark/pain4.png
	frame	data/chars/xclark/rise3.png
	delay	30
	frame	data/chars/xclark/rise2.png
	delay	12
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	respawn
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/spw10.png
	delay	9
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xclark/spw12.png
	delay	60
	sound	data/sounds/xclarkTlk01.wav
	frame	data/chars/xclark/spw13.png
	delay	9
	frame	data/chars/xclark/spw12.png
	frame	data/chars/xclark/spw11.png
		
anim	rise
	loop	0
	delay	25
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/fall4.png
	delay	9
	frame	data/chars/xclark/rise1.png
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	run
	loop	1
	delay	9
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/run01.png
	sound	data/sounds/run.wav
	frame	data/chars/xclark/run02.png
	frame	data/chars/xclark/run03.png
	frame	data/chars/xclark/run04.png
	sound	data/sounds/run.wav
	frame	data/chars/xclark/run05.png
	frame	data/chars/xclark/run06.png
		
anim	runattack
	loop	0
	delay	6
	offset	145 211
	bbox	130 125 30 75
	fastattack	1
	forcedirection	-1
	@cmd	dasher 3 0 0
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 3 0 0
	sound	data/sounds/xclark04.wav
	frame	data/chars/xclark/b19.png
	frame	data/chars/xclark/b20.png
	sound	data/sounds/punch3.wav
	frame	data/chars/xclark/b21.png
	attack8	135 115 47 50 5 0 0 0 15 0
	frame	data/chars/xclark/b22.png
	frame	data/chars/xclark/b22a.png
	attack8	0 0 0 0
	frame	data/chars/xclark/b23.png
	delay	7
	blast	125 92 62 70 30 0 0 25 0
	dropv	2 5
	@cmd	dasher 2 0 0
	frame	data/chars/xclark/b24.png
	@cmd	dasher 1 0 0
	frame	data/chars/xclark/b24.png
	delay	15
	@cmd	stop
	frame	data/chars/xclark/b24.png
	blast	0 0 0 0
	delay	8
	frame	data/chars/xclark/b23.png
	frame	data/chars/xclark/b25.png
	offset	140 211
	frame	data/chars/xclark/b01a.png
		
anim	runjump
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xclark/jump01.png
	frame	data/chars/xclark/jump02.png
	frame	data/chars/xclark/jump03.png
	frame	data/chars/xclark/jump04.png
		
anim	runjumpattack
	loop	0
	delay	9
	offset	145 211
	bbox	130 95 30 50
	forcedirection	-1
	staydown	300 300
	hitflash	flashscreen1
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xclark03.wav
	hitfx	data/sounds/beat3.wav
	frame	data/chars/xclark/jua19.png
	attack	135 100 90 70 30 1 0 0 20 0
	dropv	4 3
	frame	data/chars/xclark/jua20.png
	delay	30
	frame	data/chars/xclark/jua21.png
		
anim	runslide
	loop	0
	delay	8
	offset	145 211
	bbox	130 175 30 25
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 3.5 0 0
	frame	data/chars/xclark/rise3.png
	sound	data/sounds/xclark04.wav
	frame	data/chars/xclark/sld02.png
	frame	data/chars/xclark/sld03.png
	frame	data/chars/xclark/sld04.png
	delay	15
	attack	135 115 95 65 30 1 0 0 25 15
	dropv	2 4
	frame	data/chars/xclark/sld05.png
	@cmd	dasher 2 0 0
	frame	data/chars/xclark/sld05.png
	delay	9
	frame	data/chars/xclark/sld06.png
	attack	0 0 0 0
	delay	7
	frame	data/chars/xclark/sld07.png
	delay	6
	frame	data/chars/xclark/sld08.png
	@cmd	dasher 1 0 0
	frame	data/chars/xclark/sld09.png
	frame	data/chars/xclark/sld10.png
	@cmd	stop
	frame	data/chars/xclark/sld11.png
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	select
	fshadow	0
	loop	0
	delay	5
	offset	0 0
	sound	data/sounds/blink.wav
	frame	data/chars/xclark/xwait2.png
	sound	data/sounds/xclarkTlk01.wav
	frame	data/chars/xclark/xwait3.png
	frame	data/chars/xclark/xwait2.png #2
	frame	data/chars/xclark/xwait3.png
	@cmd	looper 2 10
	delay	100
	frame	data/chars/xclark/xwait2.png
		
anim	spawn
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/spw01.png
	delay	9
	frame	data/chars/xclark/spw02.png
	frame	data/chars/xclark/spw03.png
	delay	60
	sound	data/sounds/xclarkTlk01.wav
	frame	data/chars/xclark/spw04.png
	delay	9
	frame	data/chars/xclark/spw03.png
	frame	data/chars/xclark/spw02.png
	frame	data/chars/xclark/spw01.png
		
anim	special
	energycost	95
	mponly	1
	loop	0
	delay	8
	offset	145 211
	bbox	0 0 0 0
	sound	data/sounds/super8.wav
	frame	data/chars/xclark/pw70.png
	frame	data/chars/xclark/pw71.png
	@cmd	spawnChild "plgrdaim" -5 0 6 4 "ANI_FOLLOW4"
	frame	data/chars/xclark/pw72.png
	frame	data/chars/xclark/pw73.png
	frame	data/chars/xclark/pw74.png
	frame	data/chars/xclark/pw75.png
	frame	data/chars/xclark/pw76.png
	frame	data/chars/xclark/pw77.png
	frame	data/chars/xclark/pw78.png
	sound	data/sounds/fatal2.wav
	frame	data/chars/xclark/pw79.png
	frame	data/chars/xclark/pw80.png
	delay	50
	frame	data/chars/xclark/pw81.png
	delay	5
	frame	data/chars/xclark/pw81.png
	@cmd	spawnChild5 "plgrdaim" 240 1 180 3 "ANI_FOLLOW1"
	frame	data/chars/xclark/pw81.png
	delay	1500
	frame	data/chars/xclark/pw81.png
	delay	5
	frame	data/chars/xclark/pw81.png
	@cmd	killgun 3 1
	frame	data/chars/xclark/pw80.png
	delay	50
	frame	data/chars/xclark/pw81.png
	delay	8
	frame	data/chars/xclark/pw79.png
	frame	data/chars/xclark/pw78.png
	frame	data/chars/xclark/pw77.png
	frame	data/chars/xclark/pw76.png
	frame	data/chars/xclark/pw75.png
	frame	data/chars/xclark/pw74.png
	@cmd	killgun 4 1
	frame	data/chars/xclark/pw73.png
	frame	data/chars/xclark/pw72.png
	frame	data/chars/xclark/pw71.png
	@cmd	clearL
	frame	data/chars/xclark/pw70.png
		
anim	waiting
	fshadow	0
	loop	1
	delay	12
	offset	0 0
	frame	data/chars/xclark/xwait1.png
		
anim	walk
	loop	1
	delay	9
	offset	145 211
	bbox	127 113 35 90
	frame	data/chars/xclark/wlk01.png
	frame	data/chars/xclark/wlk02.png
	frame	data/chars/xclark/wlk03.png
	frame	data/chars/xclark/wlk04.png
	frame	data/chars/xclark/wlk05.png
	frame	data/chars/xclark/wlk06.png
	frame	data/chars/xclark/wlk07.png
		
anim	walkoff
	loop	0
	delay	12
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xclark/jump01.png
		
#|edited by openBor Stats v 0.53
		
