name		kfyuri
	frame	data/chars/0yuri/kfyuri/spc11.gif
	move	6
	frame	data/chars/0yuri/kfyuri/spc11.gif
	frame	data/chars/0yuri/kfyuri/spc11.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc12.gif
	frame	data/chars/0yuri/kfyuri/spc12.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc12.gif
	frame	data/chars/0yuri/kfyuri/spc12.gif
	@cmd	keymove 1.2
	attack9	140 80 55 70 150 1 1 0 30 15
	dropv	2 3
	frame	data/chars/0yuri/kfyuri/spc13.gif
	frame	data/chars/0yuri/kfyuri/spc13.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc14.gif
	frame	data/chars/0yuri/kfyuri/spc14.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc15.gif
	frame	data/chars/0yuri/kfyuri/spc15.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc15.gif
	frame	data/chars/0yuri/kfyuri/spc15.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc15.gif
	frame	data/chars/0yuri/kfyuri/spc15.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc15.gif
	frame	data/chars/0yuri/kfyuri/spc15.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc16.gif
	frame	data/chars/0yuri/kfyuri/spc16.gif
	move	4
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc16.gif
	frame	data/chars/0yuri/kfyuri/spc16.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc17.gif
	frame	data/chars/0yuri/kfyuri/spc17.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc17.gif
	frame	data/chars/0yuri/kfyuri/spc17.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc17.gif
	frame	data/chars/0yuri/kfyuri/spc17.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spc17.gif
	frame	data/chars/0yuri/kfyuri/spc17.gif
	attack9	0 0 0 0
	@cmd	stop
	move	0
	delay	15
	frame	data/chars/0yuri/kfyuri/spc17.gif
	delay	11
	frame	data/chars/0yuri/kfyuri/spc18.gif
	frame	data/chars/0yuri/kfyuri/spc19.gif
	offset	145 203
	frame	data/chars/0yuri/kfyuri/b27.gif
		
anim	freespecial27
	energycost	75
	mponly	1
	loop	0
	delay	8
	offset	145 203
	bbox	0 0 0 0
	followanim	3
	followcond	1
	seal	7 1
	hitfx	data/sounds/beat0.wav
	sound	data/sounds/yurch.wav
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/chrg00.gif
	sound	data/sounds/super1.wav
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	@cmd	spawn04 "allsp" 10 1 1 3
	frame	data/chars/0yuri/kfyuri/chrg02.gif
	delay	30
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	delay	2
	frame	data/chars/0yuri/kfyuri/run02.gif
	sound	data/sounds/slowm.wav
	frame	data/chars/0yuri/kfyuri/run02.gif
	move	2
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/run02.gif
	frame	data/chars/0yuri/kfyuri/run02.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe05.gif
	frame	data/chars/0yuri/kfyuri/spe05.gif
	move	4
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe05.gif
	frame	data/chars/0yuri/kfyuri/spe05.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe06.gif
	frame	data/chars/0yuri/kfyuri/spe06.gif
	move	7
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe06.gif
	frame	data/chars/0yuri/kfyuri/spe06.gif
	@cmd	keymove 1.2
	attack2	135 140 45 60 0 0 1 1 12 20
	frame	data/chars/0yuri/kfyuri/spe07.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe07.gif
	@cmd	looper 18 9
	delay	2
	frame	data/chars/0yuri/kfyuri/spe07.gif
	frame	data/chars/0yuri/kfyuri/spe07.gif
	@cmd	keymove 1.2
	move	5
	frame	data/chars/0yuri/kfyuri/spe07.gif
	frame	data/chars/0yuri/kfyuri/spe07.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/spe07.gif
	move	4
	frame	data/chars/0yuri/kfyuri/spe07.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/dgd05.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd05.gif
	frame	data/chars/0yuri/kfyuri/dgd05.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd05.gif
	frame	data/chars/0yuri/kfyuri/dgd06.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd06.gif
	frame	data/chars/0yuri/kfyuri/dgd06.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd06.gif
	frame	data/chars/0yuri/kfyuri/dgd07.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd07.gif
	frame	data/chars/0yuri/kfyuri/dgd07.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd07.gif
	frame	data/chars/0yuri/kfyuri/dgd08.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd08.gif
	frame	data/chars/0yuri/kfyuri/dgd08.gif
	@cmd	keymove 1.2
	frame	data/chars/0yuri/kfyuri/dgd08.gif
	@cmd	stop
	move	0
	delay	8
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	freespecial29
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 10 && playerkeys(plyr, 0, "attack3"))
	{
	  updateframe(self, 3);
	}
	@end_script	
	loop	0
	delay	6
	offset	145 203
	bbox	132 115 33 80
	sound	data/sounds/yurch.wav
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/chrg00.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/chrg03.gif	#3
	frame	data/chars/0yuri/kfyuri/chrg03.gif
	frame	data/chars/0yuri/kfyuri/chrg04.gif
	@cmd	mpgain 1
	frame	data/chars/0yuri/kfyuri/chrg04.gif
	frame	data/chars/0yuri/kfyuri/chrg05.gif
	frame	data/chars/0yuri/kfyuri/chrg05.gif
	frame	data/chars/0yuri/kfyuri/chrg06.gif
	frame	data/chars/0yuri/kfyuri/chrg06.gif	#10
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	frame	data/chars/0yuri/kfyuri/chrg00.gif
	frame	data/chars/0yuri/kfyuri/chrg00.gif
		
anim	freespecial3
	loop	0
	delay	6
	offset	145 203
	bbox	128 100 20 40
	jumpframe	0 1 2 0
	forcedirection	-1
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/0yuri/kfyuri/spw20.gif
	sound	data/sounds/yur02.wav
	frame	data/chars/0yuri/kfyuri/spw21.gif
	frame	data/chars/0yuri/kfyuri/spw22.gif
	@cmd	leaper 2 0.2
	frame	data/chars/0yuri/kfyuri/spw23.gif
	@cmd	leaper 2 0.2
	attack	134 113 87 50 30 1 1 0 20 15
	dropv	2.5 3.5
	frame	data/chars/0yuri/kfyuri/spw24.gif
	@cmd	leaper 2 0.2
	frame	data/chars/0yuri/kfyuri/spw25.gif
	frame	data/chars/0yuri/kfyuri/spw26.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw27.gif
	frame	data/chars/0yuri/kfyuri/b34.gif
	frame	data/chars/0yuri/kfyuri/b35.gif
	frame	data/chars/0yuri/kfyuri/b36.gif
		
anim	freespecial30
	energycost	9
	mponly	1
	loop	0
	delay	7
	offset	145 203
	bbox	0 0 0 0
	staydown	300 300
	sound	data/sounds/yur01.wav
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/0yuri/kfyuri/b27.gif
	frame	data/chars/0yuri/kfyuri/b28.gif
	frame	data/chars/0yuri/kfyuri/b29.gif
	delay	12
	blast	145 105 79 45 50 0 0 25 0
	frame	data/chars/0yuri/kfyuri/b30.gif
	frame	data/chars/0yuri/kfyuri/b31.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/b32.gif
	blast	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b33.gif
	frame	data/chars/0yuri/kfyuri/b34.gif
	frame	data/chars/0yuri/kfyuri/b35.gif
		
anim	freespecial32
	loop	0
	delay	8
	offset	145 203
	bbox	140 121 24 75
	frame	data/chars/0yuri/kfyuri/spc07.gif
	bbox	133 112 32 56
	frame	data/chars/0yuri/kfyuri/spc08.gif
	frame	data/chars/0yuri/kfyuri/spc09.gif
	delay	70
	frame	data/chars/0yuri/kfyuri/spc10.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/spc10.gif
	frame	data/chars/0yuri/kfyuri/spc09.gif
	frame	data/chars/0yuri/kfyuri/spc08.gif
	frame	data/chars/0yuri/kfyuri/spc07.gif
	@cmd	taunt 5
	frame	data/chars/0yuri/kfyuri/a17.gif
		
anim	freespecial4
	energycost	12
	mponly	1
	loop	0
	delay	8
	offset	145 203
	bbox	0 0 0 0
	fastattack	1
	jumpframe	4 3.5 1 0
	landframe	9
	forcedirection	-1
	sound	data/sounds/yur01.wav
	hitfx	data/sounds/beat5.wav
	staydown	400 400
	@cmd	dasher 1.7 0 0
	frame	data/chars/0yuri/kfyuri/c16.gif
	frame	data/chars/0yuri/kfyuri/upper09.gif
	attack2	140 125 45 55 20 0 1 0 24 15
	frame	data/chars/0yuri/kfyuri/upper10.gif
	attack2	0 0 0 0
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/0yuri/kfyuri/upper11.gif
	@cmd	stop
	delay	28
	attack	138 65 45 105 40 1 1 0 24 15
	dropv	5 2
	frame	data/chars/0yuri/kfyuri/upper12.gif #4
	attack	0 0 0 0
	delay	8
	frame	data/chars/0yuri/kfyuri/upper13.gif
	frame	data/chars/0yuri/kfyuri/upper14.gif
	frame	data/chars/0yuri/kfyuri/upper15.gif
	delay	300
	frame	data/chars/0yuri/kfyuri/upper16.gif
	delay	6
	frame	data/chars/0yuri/kfyuri/ju00.gif #9
	frame	data/chars/0yuri/kfyuri/ju00a.gif
		
anim	freespecial5
	energycost	10
	mponly	1
	loop	0
	delay	8
	offset	145 203
	bbox	132 115 33 80
	custknife	kohkn2
	throwframe	6 75
	sound	data/sounds/yursp1.wav
	frame	data/chars/0yuri/kfyuri/b36.gif
	frame	data/chars/0yuri/kfyuri/spa02.gif
	offset	135 205
	frame	data/chars/0yuri/kfyuri/spa04.gif
	frame	data/chars/0yuri/kfyuri/spa05.gif
	frame	data/chars/0yuri/kfyuri/spa06.gif
	frame	data/chars/0yuri/kfyuri/spa06.gif
	sound	data/sounds/super2.wav
	delay	25
	frame	data/chars/0yuri/kfyuri/spa06.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/spa04.gif
	offset	138 203
	frame	data/chars/0yuri/kfyuri/spa03.gif
	offset	142 203
	frame	data/chars/0yuri/kfyuri/b44.gif
		
anim	freespecial6
	energycost	35
	mponly	1
	loop	0
	delay	9
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/b36.gif
	frame	data/chars/0yuri/kfyuri/spa02.gif
	sound	data/sounds/yursp5.wav
	offset	135 203
	frame	data/chars/0yuri/kfyuri/spa04.gif
	frame	data/chars/0yuri/kfyuri/spa15.gif
	delay	6
	frame	data/chars/0yuri/kfyuri/spa16.gif
	frame	data/chars/0yuri/kfyuri/spa17.gif
	frame	data/chars/0yuri/kfyuri/spa18.gif
	frame	data/chars/0yuri/kfyuri/spa19.gif
	frame	data/chars/0yuri/kfyuri/spa20.gif
	frame	data/chars/0yuri/kfyuri/spa21.gif
	frame	data/chars/0yuri/kfyuri/spa22.gif
	frame	data/chars/0yuri/kfyuri/spa23.gif
	frame	data/chars/0yuri/kfyuri/spa24.gif
	frame	data/chars/0yuri/kfyuri/spa25.gif
	frame	data/chars/0yuri/kfyuri/spa26.gif
	frame	data/chars/0yuri/kfyuri/spa27.gif
	frame	data/chars/0yuri/kfyuri/spa28.gif
	frame	data/chars/0yuri/kfyuri/spa29.gif
	delay	8
	sound	data/sounds/super2.wav
	frame	data/chars/0yuri/kfyuri/spa07.gif # 18
	@cmd	projectile 1 "haskk2" 10 1 90
	frame	data/chars/0yuri/kfyuri/spa08.gif
	frame	data/chars/0yuri/kfyuri/spa09.gif
	frame	data/chars/0yuri/kfyuri/spa07.gif
	frame	data/chars/0yuri/kfyuri/spa05.gif
	frame	data/chars/0yuri/kfyuri/spa06.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/spa04.gif
	offset	138 203
	frame	data/chars/0yuri/kfyuri/spa03.gif
	offset	142 203
	frame	data/chars/0yuri/kfyuri/b44.gif
		
anim	freespecial7
	energycost	15
	mponly	1
	loop	0
	delay	5
	offset	155 203
	bbox	132 115 33 80
	followanim	4
	followcond	1
	seal	5 1
	fastattack	1
	frame	data/chars/0yuri/kfyuri/hold8.gif
	sound	data/sounds/yur01.wav
	frame	data/chars/0yuri/kfyuri/hold9.gif
	offset	145 203
	frame	data/chars/0yuri/kfyuri/e10.gif
	attack	144 135 85 40 0 0 1 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack	144 118 85 26 0 0 1 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 95 85 45 0 0 1 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	attack	144 118 85 26 0 0 1 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 135 85 40 0 0 1 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	offset	145 203
	frame	data/chars/0yuri/kfyuri/e10.gif
	offset	155 203
	frame	data/chars/0yuri/kfyuri/hold20.gif
	frame	data/chars/0yuri/kfyuri/a07.gif
		
anim	get
	loop	0
	delay	8
	offset	145 203
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	delay	15
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	grab
	loop	1
	delay	5
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/grab.gif
	frame	data/chars/0yuri/kfyuri/grab.gif
	frame	data/chars/0yuri/kfyuri/grab.gif
	frame	data/chars/0yuri/kfyuri/grab.gif
	frame	data/chars/0yuri/kfyuri/grab.gif
	frame	data/chars/0yuri/kfyuri/grab.gif
		
anim	grabattack
	loop	0
	delay	5
	offset	145 203
	bbox	132 115 33 80
	attack	0 0 0 0
	hitfx	data/sounds/beat2.wav
	frame	data/chars/0yuri/kfyuri/grab.gif
	delay	23
	attack6	156 131 24 31 15 0 1 0 16
	frame	data/chars/0yuri/kfyuri/hold1.gif
		
anim	grabattack2
	attackone	0
	loop	0
	delay	6
	offset	145 203
	bbox	0 0 0 0
	hitfx	data/sounds/beat5.wav
	staydown	350 350
	frame	data/chars/0yuri/kfyuri/c15.gif
	frame	data/chars/0yuri/kfyuri/hold8.gif
	frame	data/chars/0yuri/kfyuri/hold9.gif
	frame	data/chars/0yuri/kfyuri/hold10.gif
	attack10	145 90 35 65 30 1 1 0 40 0
	dropv	5 1
	frame	data/chars/0yuri/kfyuri/hold11.gif
	frame	data/chars/0yuri/kfyuri/hold12.gif
	attack10	0 0 0 0
	delay	8
	frame	data/chars/0yuri/kfyuri/hold10.gif
	frame	data/chars/0yuri/kfyuri/hold9.gif
	frame	data/chars/0yuri/kfyuri/c17.gif
	frame	data/chars/0yuri/kfyuri/c18.gif
		
anim	grabbackward
	attackone	0
	loop	0
	delay	9
	offset	145 203
	bbox	0 0 0 0
	jumpframe	3 2.7 0
	landframe	11
	frame	data/chars/0yuri/kfyuri/grabat01.gif
	sound	data/sounds/grab.wav
	frame	data/chars/0yuri/kfyuri/grabat02.gif
	delay	20
	@cmd	slamstart
	@cmd	position 11 40 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grabat03.gif
	delay	8
	@cmd	position 10 45 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grabat02.gif #3
	sound	data/sounds/yur01.wav
	@cmd	position 0 10 80 -1 1
	frame	data/chars/0yuri/kfyuri/grabat04.gif
	delay	3
	@cmd	position 2 -10 90 -1 1
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	delay	4
	@cmd	position 2 0 80 1 1
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	delay	1
	@cmd	position 2 0 10 1 1
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	@cmd	depost 0
	@cmd	throw 60 1 -3.5 2 0 1
	delay	6
	frame	data/chars/0yuri/kfyuri/grabat06.gif
	frame	data/chars/0yuri/kfyuri/grabat07.gif
	delay	500
	frame	data/chars/0yuri/kfyuri/grabat08.gif
	delay	7
	frame	data/chars/0yuri/kfyuri/ju00a.gif #11
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/ju00.gif
		
anim	grabbed
	loop	0
	delay	100
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/pain3.gif
		
anim	grabdown
	delay	20
	attackone	0
	offset	145 203
	bbox	0 0 0 0
	jumpframe	1 5
	landframe	10 qfx
	quakeframe	10 6 5
	sound	data/sounds/grab.wav
	@cmd	slamstart2
	@cmd	position 10 20 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab00.gif
	delay	10
	@cmd	position 11 25 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab15.gif
	@cmd	keywlk 1.5
	@cmd	position 0 20 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab16.gif
	@cmd	keywlk 1.5
	sound	data/sounds/yur01.wav
	@cmd	position 6 -5 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab17.gif
	@cmd	keywlk 1.5
	@cmd	position 12 20 55 -1 1
	frame	data/chars/0yuri/kfyuri/grab18.gif
	@cmd	keywlk 1.5
	@cmd	position 14 15 65 -1 -1
	frame	data/chars/0yuri/kfyuri/grab19.gif
	attack	103 139 107 51 10 1 1 0 0 12
	@cmd	keywlk 1.5
	offset	145 203
	@cmd	position 15 10 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	delay	7
	offset	145 195
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	@cmd	keywlk 1.5
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab21.gif
	@cmd	looper 7 30
	offset	145 190
	@cmd	position 15 10 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	delay	3
	offset	145 190
	@cmd	stop
	@cmd	spawn02 "flashsc1" -10 200 190
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	25
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	3
	@cmd	position 15 7 40 1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	15
	@cmd	depost 0
	@cmd	finish 60 1 -2 3 0 1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	attack	0 0 0 0
	delay	9
	frame	data/chars/0yuri/kfyuri/grab25.gif
	offset	145 205
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	grabforward
	loop	0
	delay	5
	offset	145 203
	bbox	132 115 33 80
	attack	0 0 0 0
	hitfx	data/sounds/beat2.wav
	frame	data/chars/0yuri/kfyuri/grab.gif
	delay	23
	attack5	156 108 26 31 15 0 1 0 16 0
	frame	data/chars/0yuri/kfyuri/hold2.gif
		
anim	grabforward2
	attackone	0
	loop	0
	delay	7
	offset	145 203
	bbox	0 0 0 0
	jumpframe	3 3 1
	landframe	11
	hitfx	data/sounds/beat5.wav
	staydown	350 350
	frame	data/chars/0yuri/kfyuri/c15.gif
	frame	data/chars/0yuri/kfyuri/hold8.gif
	frame	data/chars/0yuri/kfyuri/hold20.gif
	delay	7
	blast	135 107 46 60 30 0 0 30 0
	dropv	3 4
	frame	data/chars/0yuri/kfyuri/hold21.gif
	frame	data/chars/0yuri/kfyuri/hold22.gif
	frame	data/chars/0yuri/kfyuri/hold21.gif
	frame	data/chars/0yuri/kfyuri/hold22.gif
	frame	data/chars/0yuri/kfyuri/hold21.gif
	frame	data/chars/0yuri/kfyuri/hold22.gif
	blast	0 0 0 0
	frame	data/chars/0yuri/kfyuri/jua01.gif
	delay	300
	frame	data/chars/0yuri/kfyuri/ju04.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/ju00a.gif #11
		
anim	grabup
	delay	20
	attackone	0
	offset	145 203
	bbox	0 0 0 0
	jumpframe	1 5
	landframe	10 qfx
	quakeframe	10 6 5
	sound	data/sounds/grab.wav
	@cmd	slamstart2
	@cmd	position 10 20 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab00.gif
	delay	10
	@cmd	position 11 25 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab15.gif
	@cmd	keywlk 1.5
	@cmd	position 0 20 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab16.gif
	@cmd	keywlk 1.5
	sound	data/sounds/yur01.wav
	@cmd	position 6 -5 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab17.gif
	@cmd	keywlk 1.5
	@cmd	position 12 20 55 -1 1
	frame	data/chars/0yuri/kfyuri/grab18.gif
	@cmd	keywlk 1.5
	@cmd	position 14 15 65 -1 -1
	frame	data/chars/0yuri/kfyuri/grab19.gif
	attack	103 139 107 51 10 1 1 0 0 12
	@cmd	keywlk 1.5
	offset	145 203
	@cmd	position 15 10 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	delay	7
	offset	145 195
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	@cmd	keywlk 1.5
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab21.gif
	@cmd	looper 7 30
	offset	145 190
	@cmd	position 15 10 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	delay	3
	offset	145 190
	@cmd	stop
	@cmd	spawn02 "flashsc1" -10 200 190
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	25
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	3
	@cmd	position 15 7 40 1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	15
	@cmd	depost 0
	@cmd	finish 60 1 -2 3 0 1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	attack	0 0 0 0
	delay	9
	frame	data/chars/0yuri/kfyuri/grab25.gif
	offset	145 205
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	idle
	loop	1 3 15
	delay	8
	offset	145 203
	bbox	132 115 33 80
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/idle03.gif
	frame	data/chars/0yuri/kfyuri/idle04.gif
	frame	data/chars/0yuri/kfyuri/idle05.gif
	delay	150
	frame	data/chars/0yuri/kfyuri/idle05.gif
	delay	12
	frame	data/chars/0yuri/kfyuri/idle09.gif
	delay	150
	frame	data/chars/0yuri/kfyuri/idle05.gif
	delay	12
	frame	data/chars/0yuri/kfyuri/idle09.gif
	frame	data/chars/0yuri/kfyuri/idle05.gif
	delay	20
	frame	data/chars/0yuri/kfyuri/idle06.gif
	frame	data/chars/0yuri/kfyuri/idle06a.gif
	frame	data/chars/0yuri/kfyuri/idle06.gif
	frame	data/chars/0yuri/kfyuri/idle06a.gif
	frame	data/chars/0yuri/kfyuri/idle07.gif
	frame	data/chars/0yuri/kfyuri/idle08.gif
	frame	data/chars/0yuri/kfyuri/idle05.gif
		
anim	jump
	loop	0
	delay	9
	offset	145 203
	bbox	132 101 33 50
	frame	data/chars/0yuri/kfyuri/ju01.gif
	frame	data/chars/0yuri/kfyuri/ju02.gif
	delay	12
	frame	data/chars/0yuri/kfyuri/ju03.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/ju04.gif
	delay	7
	frame	data/chars/0yuri/kfyuri/ju05.gif
