name		eveplr
	frame	data/chars/2badgirl10/1grab05.gif
	delay	18
	@cmd	position 10 25 45 1 -1
	frame	data/chars/2badgirl10/1grab06.gif
	delay	9
	@cmd	position 13 20 20 1 1
	frame	data/chars/2badgirl10/1grab07.gif
	sound	data/sounds/bgirl03.wav
	@cmd	position 13 10 20 1 -1
	frame	data/chars/2badgirl10/1grab08.gif
	@cmd	position 13 5 20 1 -1
	frame	data/chars/2badgirl10/1grab09.gif #-jump 8
	delay	15
	@cmd	position 0 27 42 1 1
	frame	data/chars/2badgirl10/1grab10.gif
	@cmd	position 0 25 40 1 1
	frame	data/chars/2badgirl10/1grab11.gif
	@cmd	position 0 25 40 1 1
	frame	data/chars/2badgirl10/1grab12.gif
	delay	8
	offset	100 186
	@cmd	position 0 25 37 1 1
	frame	data/chars/2badgirl10/1grab11.gif
	offset	100 181
	@cmd	position 0 25 31 1 1
	frame	data/chars/2badgirl10/1grab12.gif
	offset	100 176
	@cmd	position 0 25 27 1 1
	frame	data/chars/2badgirl10/1grab11.gif
	offset	100 171
	@cmd	position 0 25 22 1 1
	frame	data/chars/2badgirl10/1grab12.gif
	delay	12
	attack	0 0 0 0
	offset	100 184
	@cmd	position 2 45 10 1 1
	frame	data/chars/2badgirl10/1grab13.gif
	@cmd	depost 0
	@cmd	finish 70 1 0 -5 0 0
	attack	77 157 75 25 5 1 1 0 0 0
	dropv	-5 0
	@cmd	position 2 30 10 1 1
	frame	data/chars/2badgirl10/1grab14.gif
	@cmd	position 2 30 10 1 1
	frame	data/chars/2badgirl10/1grab15.gif
	offset	100 179
	frame	data/chars/2badgirl10/1grab14.gif
	frame	data/chars/2badgirl10/1grab15.gif
	attack	0 0 0 0
	delay	12
	frame	data/chars/2badgirl10/1grab16.gif
	delay	9
	frame	data/chars/2badgirl10/1grab17.gif
	frame	data/chars/2badgirl10/1grab18.gif
	frame	data/chars/2badgirl10/1grab19.gif
	frame	data/chars/2badgirl10/1grab20.gif
	frame	data/chars/2badgirl10/1grab21.gif
	delay	50
	frame	data/chars/2badgirl10/1grab22.gif
	delay	2
	move	6
	offset	100 190
	frame	data/chars/2badgirl10/rise1.gif
	@cmd	clearL
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/blk11.gif
	frame	data/chars/2badgirl10/blk11.gif
	movea	1
	frame	data/chars/2badgirl10/blk09.gif
	frame	data/chars/2badgirl10/blk09.gif
	frame	data/chars/2badgirl10/blk08.gif
	frame	data/chars/2badgirl10/blk08.gif
	frame	data/chars/2badgirl10/blk08.gif
	frame	data/chars/2badgirl10/blk08.gif
	frame	data/chars/2badgirl10/blk07.gif
	frame	data/chars/2badgirl10/blk07.gif
	frame	data/chars/2badgirl10/blk06.gif
	frame	data/chars/2badgirl10/blk06.gif
	frame	data/chars/2badgirl10/blk05.gif
	frame	data/chars/2badgirl10/blk05.gif
	frame	data/chars/2badgirl10/blk04.gif
	frame	data/chars/2badgirl10/blk04.gif
	frame	data/chars/2badgirl10/blk03.gif
	frame	data/chars/2badgirl10/blk03.gif
	movea	0
	move	2
	frame	data/chars/2badgirl10/blk02.gif
	frame	data/chars/2badgirl10/blk02.gif
	frame	data/chars/2badgirl10/blk01.gif
	frame	data/chars/2badgirl10/blk01.gif
	move	0
	delay	8
	frame	data/chars/2badgirl10/blk15.gif
	@cmd	flip
	frame	data/chars/2badgirl10/blk16.gif
		
anim	grabbed
	loop	0
	delay	10
	offset	108 191
	bbox	85 97 50 91
	frame	data/chars/2badgirl10/grabbed.gif
		
anim	grabforward
	attackone	0
	delay	7
	offset	108 191
	bbox	0 0 0 0
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/blk12.gif
	frame	data/chars/2badgirl10/blk13.gif
	frame	data/chars/2badgirl10/blk14.gif
	frame	data/chars/2badgirl10/blk15.gif
	delay	4
	move	3
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/c1.gif
	frame	data/chars/2badgirl10/c1.gif
	frame	data/chars/2badgirl10/c2.gif
	attack10	92 93 45 50 40 1 0 0 25 0
	dropv	5 0.2
	frame	data/chars/2badgirl10/c2.gif
	frame	data/chars/2badgirl10/c3.gif
	frame	data/chars/2badgirl10/c3.gif
	delay	7
	frame	data/chars/2badgirl10/c4.gif
	attack10	0 0 0 0
	move	0
	frame	data/chars/2badgirl10/c5.gif
	frame	data/chars/2badgirl10/c6.gif
	frame	data/chars/2badgirl10/c4.gif
	frame	data/chars/2badgirl10/c5.gif
	frame	data/chars/2badgirl10/c4.gif
	delay	9
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/c1.gif
		
anim	grabup
	loop	0
	delay	20
	offset	108 191
	bbox	0 0 0 0
	attackone	0
	jumpframe	1 4 1
	landframe	12 dust
	@cmd	slamstart2
	sound	data/sounds/grab.wav
	@cmd	position 11 35 45 -1 -1
	frame	data/chars/2badgirl10/rise15.gif
	delay	8
	sound	data/sounds/bgirl03.wav
	@cmd	position 11 5 45 -1 -1
	frame	data/chars/2badgirl10/2grab07.gif #1
	offset	117 177
	@cmd	flip
	@cmd	keywlk 1.5
	@cmd	position 10 25 45 -1 -1
	frame	data/chars/2badgirl10/2grab08.gif #2
	@cmd	position 0 30 45 -1 1
	frame	data/chars/2badgirl10/2grab09.gif
	@cmd	keywlk 1.5
	@cmd	position 1 30 75 -1 1
	frame	data/chars/2badgirl10/2grab10.gif
	@cmd	keywlk 1.5
	@cmd	position 1 10 90 -1 1
	frame	data/chars/2badgirl10/2grab11.gif
	attack	60 104 90 75 12 1 0 0 7 15
	@cmd	keywlk 1.5
	@cmd	position 12 0 50 -1 -1
	frame	data/chars/2badgirl10/2grab12.gif
	delay	5
	@cmd	keywlk 1.5
	@cmd	position 14 5 55 -1 1
	frame	data/chars/2badgirl10/2grab13a.gif #7
	@cmd	keywlk 1.5
	@cmd	position 14 5 55 -1 1
	frame	data/chars/2badgirl10/2grab13a.gif
	@cmd	keywlk 1.5
	@cmd	position 14 5 55 -1 1
	frame	data/chars/2badgirl10/2grab13a.gif
	@cmd	keywlk 1.5
	@cmd	position 14 5 55 -1 1
	frame	data/chars/2badgirl10/2grab13a.gif
	@cmd	looper 7 60
	@cmd	position 14 5 55 -1 1
	frame	data/chars/2badgirl10/2grab13a.gif
	delay	11
	@cmd	stop
	sound	data/sounds/fall.wav
	@cmd	position 15 5 50 -1 1
	frame	data/chars/2badgirl10/2grab15.gif #12
	@cmd	position 14 5 45 -1 1
	frame	data/chars/2badgirl10/2grab16.gif
	@cmd	position 15 5 50 -1 1
	frame	data/chars/2badgirl10/2grab15.gif
	attack	0 0 0 0
	delay	25
	@cmd	position 14 0 45 -1 1
	frame	data/chars/2badgirl10/2grab16.gif
	delay	11
	@cmd	depost 0
	@cmd	finish 60 1 -0.5 4 0 0
	frame	data/chars/2badgirl10/2grab16.gif
	@cmd	flip
	offset	108 191
	frame	data/chars/2badgirl10/rise0.gif
	@cmd	clearL
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	idle
@script
	void self = getlocalvar("self");
	void aggro = getentityproperty(self,"aggression");
	if (frame == 0 && aggro != 20)
	{
        changeentityproperty(self, "aggression", 20);
	updateframe(self, 4);
	}
	@end_script	
	loop	1 9 13
	delay	12
	offset	108 191
	bbox	90 97 35 91
	frame	data/chars/2badgirl10/idle04.gif
	frame	data/chars/2badgirl10/idle05.gif
	@cmd	clearL
	frame	data/chars/2badgirl10/idle06.gif
	frame	data/chars/2badgirl10/idle07.gif
	delay	20
	bbox	93 97 35 91
	frame	data/chars/2badgirl10/idle01.gif
	frame	data/chars/2badgirl10/idle02.gif
	frame	data/chars/2badgirl10/idle03.gif
	frame	data/chars/2badgirl10/idle02.gif
	frame	data/chars/2badgirl10/idle01.gif
	frame	data/chars/2badgirl10/idle01.gif
	frame	data/chars/2badgirl10/idle02.gif
	frame	data/chars/2badgirl10/idle03.gif
	frame	data/chars/2badgirl10/idle02.gif
	frame	data/chars/2badgirl10/idle01.gif
		
anim	jump
	loop	1 6 12
	delay	5
	offset	108 191
	bbox	101 85 35 35
	frame	data/chars/2badgirl10/2grab02.gif
	frame	data/chars/2badgirl10/2grab03.gif
	frame	data/chars/2badgirl10/2grab04.gif
	frame	data/chars/2badgirl10/2grab05.gif
	frame	data/chars/2badgirl10/2grab05a.gif
	frame	data/chars/2badgirl10/2grab05b.gif
	delay	3
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
		
anim	jumpattack
	loop	0
	delay	9
	offset	108 191
	bbox	101 85 35 35
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/2grab05e.gif
	frame	data/chars/2badgirl10/2grab05f.gif
	sound	data/sounds/bgirl08.wav
	frame	data/chars/2badgirl10/2grab05g.gif
	delay	4
	forcedirection	-1
	attack	101 95 70 60 30 1 0 0 25 0
	dropv	1 1
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	attack	0 0 0 0
	@cmd	looper 3 15
	delay	7
	frame	data/chars/2badgirl10/2grab05f.gif
	frame	data/chars/2badgirl10/2grab05e.gif
	frame	data/chars/2badgirl10/2grab05.gif
	frame	data/chars/2badgirl10/2grab04.gif
	frame	data/chars/2badgirl10/2grab03.gif
	frame	data/chars/2badgirl10/2grab02.gif
	bbox	98 123 35 35
	frame	data/chars/2badgirl10/2grab01.gif
		
anim	jumpattack2
	loop	0
	delay	9
	offset	108 191
	bbox	92 85 35 35
	forcedirection	-1
	frame	data/chars/2badgirl10/1grab06a.gif
	sound	data/sounds/bgirl08.wav
	frame	data/chars/2badgirl10/1grab06b.gif
	frame	data/chars/2badgirl10/1grab06c.gif
	delay	4
	attack	101 95 82 47 20 0 0 0 40 0
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
	frame	data/chars/2badgirl10/1grab06d.gif
	frame	data/chars/2badgirl10/1grab06e.gif
		
anim	jumpattack3
	loop	0
	delay	8
	offset	108 191
	bbox	95 97 35 35
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/2grab03.gif
	attack	0 0 0 0
	sound	data/sounds/bgirl08.wav
	frame	data/chars/2badgirl10/upk04.gif
	delay	3
	frame	data/chars/2badgirl10/spa15.gif
	staydown	500 500
	attack	45 95 135 70 35 1 0 0 25 20
	dropv	3 3
	frame	data/chars/2badgirl10/spa16.gif
	frame	data/chars/2badgirl10/spa17.gif
	frame	data/chars/2badgirl10/spa18.gif
	delay	5
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
	frame	data/chars/2badgirl10/spa10.gif
	frame	data/chars/2badgirl10/spa11.gif
		
anim	jumpdelay
	loop	0
	delay	6
	offset	108 191
	bbox	93 97 35 91
	frame	data/chars/2badgirl10/2grab00.gif
		
anim	jumpland
	loop	0
	delay	6
	offset	108 191
	bbox	93 97 35 91
	frame	data/chars/2badgirl10/2grab00.gif
		
	
anim	pain
	loop	0
	delay	3
	offset	108 191
	bbox	85 97 50 91
	frame	data/chars/2badgirl10/pain0.gif
	offset	100 189
	frame	data/chars/2badgirl10/pain1.gif
	offset	107 189
	frame	data/chars/2badgirl10/pain1.gif
	delay	15
	offset	100 189
	frame	data/chars/2badgirl10/pain1.gif
		
anim	pain2
	loop	0
	delay	3
	offset	108 191
	bbox	85 97 50 91
	frame	data/chars/2badgirl10/pain0.gif
	offset	100 189
	frame	data/chars/2badgirl10/pain2.gif
	offset	107 189
	frame	data/chars/2badgirl10/pain2.gif
	delay	15
	offset	100 189
	frame	data/chars/2badgirl10/pain2.gif
		
anim	pain3
	loop	0
	delay	2
	offset	108 191
	bbox	85 97 50 91
	move	-6
	frame	data/chars/2badgirl10/pain1.gif
	frame	data/chars/2badgirl10/pain1.gif
	frame	data/chars/2badgirl10/pain1.gif
	frame	data/chars/2badgirl10/pain2.gif
	frame	data/chars/2badgirl10/pain2.gif
	frame	data/chars/2badgirl10/pain2.gif
	move	-3
	frame	data/chars/2badgirl10/pain2.gif
	frame	data/chars/2badgirl10/pain2.gif
	move	-1
	frame	data/chars/2badgirl10/pain2.gif
	delay	15
	frame	data/chars/2badgirl10/pain2.gif
		
anim	pain5
	loop	0
	delay	10
	offset	108 191
	bbox	85 97 50 91
	frame	data/chars/2badgirl10/pain0.gif
	frame	data/chars/2badgirl10/pain1.gif
	frame	data/chars/2badgirl10/pain0.gif
	frame	data/chars/2badgirl10/pain2.gif
	frame	data/chars/2badgirl10/rise15b.gif
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15a.gif
	frame	data/chars/2badgirl10/rise15b.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	pain6
	loop	0
	delay	12
	offset	108 191
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/pain0.gif
	frame	data/chars/2badgirl10/pain2.gif
	frame	data/chars/2badgirl10/pain1.gif
	frame	data/chars/2badgirl10/fall2.gif
	frame	data/chars/2badgirl10/fall3.gif
	frame	data/chars/2badgirl10/fall4.gif
	frame	data/chars/2badgirl10/fall5.gif
	delay	700
	frame	data/chars/2badgirl10/fall5.gif
	delay	14
	frame	data/chars/2badgirl10/rise0.gif
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	respawn
	loop	0
	delay	70
	offset	108 191
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/sp05a.gif
	delay	12
	@cmd	degravity 0
	frame	data/chars/2badgirl10/sp04a.gif
	frame	data/chars/2badgirl10/sp03.gif
		
anim	rise
	loop	0
	delay	45
	offset	108 191
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/fall4.gif
	delay	11
	frame	data/chars/2badgirl10/rise0.gif
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	run
	loop	1
	delay	7
	offset	108 187
	bbox	92 115 40 50
	frame	data/chars/2badgirl10/run01.gif
	sound	data/sounds/run.wav
	frame	data/chars/2badgirl10/run02.gif
	delay	12
	frame	data/chars/2badgirl10/run03.gif
	delay	7
	frame	data/chars/2badgirl10/run04.gif
	sound	data/sounds/run.wav
	frame	data/chars/2badgirl10/run05.gif
	delay	12
	frame	data/chars/2badgirl10/run06.gif
		
anim	runattack
	loop	0
	delay	8
	offset	108 191
	bbox	92 115 40 50
	fastattack	1
	cancel	6 12 1 a freespecial4
	forcedirection	-1
	seal	5 1
	@cmd	dasher 3 0 0
	frame	data/chars/2badgirl10/rise16.gif
	sound	data/sounds/bgirl02.wav
	frame	data/chars/2badgirl10/runatk01.gif
	@cmd	dasher 2 0 0
	frame	data/chars/2badgirl10/runatk02.gif
	attack8	105 104 78 35 20 0 0 0 20 0
	frame	data/chars/2badgirl10/runatk03.gif
	@cmd	stop
	frame	data/chars/2badgirl10/runatk04.gif
	attack8	0 0 0 0
	delay	3
	frame	data/chars/2badgirl10/runatk05.gif #5
	frame	data/chars/2badgirl10/runatk05.gif #6
	frame	data/chars/2badgirl10/runatk05.gif
	frame	data/chars/2badgirl10/runatk05.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk01.gif #12
	frame	data/chars/2badgirl10/runatk01.gif
		
anim	runjumpattack
	loop	0
	delay	9
	offset	108 191
	bbox	101 85 35 35
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/2grab05e.gif
	frame	data/chars/2badgirl10/2grab05f.gif
	sound	data/sounds/bgirl08.wav
	frame	data/chars/2badgirl10/2grab05g.gif
	delay	4
	forcedirection	-1
	attack	101 95 70 60 30 1 0 0 25 0
	dropv	1 3
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	frame	data/chars/2badgirl10/2grab05h.gif
	frame	data/chars/2badgirl10/2grab05i.gif
	attack	0 0 0 0
	@cmd	looper 3 15
	delay	7
	frame	data/chars/2badgirl10/2grab05f.gif
	frame	data/chars/2badgirl10/2grab05e.gif
	frame	data/chars/2badgirl10/2grab05.gif
	frame	data/chars/2badgirl10/2grab04.gif
	frame	data/chars/2badgirl10/2grab03.gif
	frame	data/chars/2badgirl10/2grab02.gif
	bbox	98 123 35 35
	frame	data/chars/2badgirl10/2grab01.gif
		
anim	runslide
	loop	0
	delay	7
	offset	108 191
	bbox	90 150 35 35
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 4 0 0
	frame	data/chars/2badgirl10/rise1.gif
	sound	data/sounds/punch3.wav
	frame	data/chars/2badgirl10/rise2.gif
	delay	9
	attack	103 104 70 70 25 1 0 0 20 0
	dropv	4.5 -1 0
	frame	data/chars/2badgirl10/rise3a.gif
	delay	8
	attack	93 63 75 80 25 1 0 0 20 0
	dropv	4.5 -1 0
	frame	data/chars/2badgirl10/rise8a.gif
	attack	93 66 65 70 25 1 0 0 20 0
	dropv	4.5 -1 0
	@cmd	dasher 3 0 0
	frame	data/chars/2badgirl10/rise9a.gif
	attack	85 80 50 70 25 1 0 0 20 0
	dropv	4.5 -1 0
	@cmd	dasher 1.5 0 0
	frame	data/chars/2badgirl10/rise10a.gif
	attack	0 0 0 0
	delay	7
	frame	data/chars/2badgirl10/rise11.gif
	@cmd	stop
	frame	data/chars/2badgirl10/rise12.gif
	frame	data/chars/2badgirl10/rise14.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	spawn
	loop	0
	delay	70
	offset	108 191
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/sp05a.gif
	delay	12
	@cmd	degravity 0
	frame	data/chars/2badgirl10/sp04a.gif
	frame	data/chars/2badgirl10/sp03.gif
		
anim	special
	energycost	50
	mponly	1
	loop	0
	delay	8
	offset	108 191
	bbox	0 0 0 0
	fastattack	1
	jumpframe	0 2.5 1
	landframe	5 dust
	hitfx	data/sounds/beat5.wav
	hitflash	Flash3
	frame	data/chars/2badgirl10/rise16.gif
	frame	data/chars/2badgirl10/rise14.gif
	frame	data/chars/2badgirl10/rise13.gif
	frame	data/chars/2badgirl10/rise12.gif
	delay	300
	frame	data/chars/2badgirl10/rise11.gif
	delay	4
	frame	data/chars/2badgirl10/rise10.gif #5
	frame	data/chars/2badgirl10/rise10.gif
	attack10	73 85 110 55 25 1 1 0 9 30
	dropv	4 0.5 0
	frame	data/chars/2badgirl10/rise5.gif #7
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise5.gif
	@cmd	keymove 1.1
	sound	data/sounds/punch2.wav
	frame	data/chars/2badgirl10/rise6.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise6.gif
	attack10	0 0 0 0
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise7.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise7.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise8.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise8.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise9.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise9.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise10.gif
	@cmd	keymove 1.1
	frame	data/chars/2badgirl10/rise10.gif
	@cmd	looper 7 10
	delay	9
	frame	data/chars/2badgirl10/rise4.gif
	frame	data/chars/2badgirl10/rise3.gif
	frame	data/chars/2badgirl10/rise2.gif
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15.gif
	@cmd	clearL
	frame	data/chars/2badgirl10/rise16.gif
		
anim	waiting
	fshadow	0
	loop	1
	delay	20
	offset	0 0
	frame	data/chars/2badgirl10/wait1.gif
	frame	data/chars/2badgirl10/wait2.gif
	frame	data/chars/2badgirl10/wait3.gif
	frame	data/chars/2badgirl10/wait2.gif
		
anim	walk
@script
	void self = getlocalvar("self");
	if (frame == 0)
	{
	changeentityproperty(self, "aggression", 10);
	}
	@end_script	
	loop	1
	delay	8
	offset	108 191
	bbox	93 97 35 91
	frame	data/chars/2badgirl10/wk01.gif
	frame	data/chars/2badgirl10/wk02.gif
	frame	data/chars/2badgirl10/wk03.gif
	frame	data/chars/2badgirl10/wk04.gif
	frame	data/chars/2badgirl10/wk05.gif
	frame	data/chars/2badgirl10/wk06.gif
	frame	data/chars/2badgirl10/wk07.gif
	frame	data/chars/2badgirl10/wk08.gif
	frame	data/chars/2badgirl10/wk09.gif
	frame	data/chars/2badgirl10/wk10.gif
	frame	data/chars/2badgirl10/wk11.gif
	frame	data/chars/2badgirl10/wk12.gif
		
anim	walkoff
	loop	0
	delay	6
	offset	108 191
	bbox	101 69 36 77
	frame	data/chars/2badgirl10/2grab05a.gif
	frame	data/chars/2badgirl10/2grab05b.gif
	frame	data/chars/2badgirl10/2grab05c.gif
		
#|edited by openBor Stats v 0.67
		
