name goldengloves
type player
health  170
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	@cmd	keymove 1.2
	offset	43 71
	frame	data/chars/goldengloves/freespecial27-10.png
	offset	52 77
	frame	data/chars/goldengloves/freespecial27-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	49 86
	frame	data/chars/goldengloves/freespecial27-12.png
	@cmd	stop
	@cmd	dasher 2 0 0
	offset	22 93
	frame	data/chars/goldengloves/freespecial27-13.png
	offset	22 93
	frame	data/chars/goldengloves/freespecial27-13.png
	offset	22 93
	frame	data/chars/goldengloves/freespecial27-13.png
	offset	33 102
	frame	data/chars/goldengloves/freespecial27-14.png
	@cmd	stop
	offset	33 102
	frame	data/chars/goldengloves/freespecial27-14.png
	offset	33 102
	frame	data/chars/goldengloves/freespecial27-14.png
		
anim	freespecial29
	offset	23 106
	bbox	11 11 26 94
	delay	8
 @script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame > 7 && playerkeys(plyr, 0, "attack3"))
	{
	  updateframe(self, 5);
	}
	@end_script	
	frame	data/chars/goldengloves/freespecial29-01.png
	sound	data/sounds/xclark05.wav
	bbox	9 11 26 97
	offset	22 108
	frame	data/chars/goldengloves/freespecial29-02.png
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-03.png
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-04.png
	@cmd	mpgain 3
	bbox	9 13 26 98
	delay	10
	offset	21 111
	frame	data/chars/goldengloves/freespecial29-05.png
	bbox	9 12 26 98
	delay	8
	offset	21 110
	frame	data/chars/goldengloves/freespecial29-06.png
	@cmd	mpgain 3
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-07.png
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-08.png
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-09.png
	bbox	9 11 26 98
	offset	21 109
	frame	data/chars/goldengloves/freespecial29-10.png
	bbox	9 10 26 98
	offset	22 108
	frame	data/chars/goldengloves/freespecial29-02.png
	bbox	9 10 26 96
	offset	23 106
	frame	data/chars/goldengloves/freespecial29-01.png
		
anim	freespecial3
	bbox	23 6 30 80
	energycost	5
	mponly	1
	staydown	200 200
	fastattack	1
	forcedirection	-1
	delay	3
	hitfx	data/sounds/hard2.wav
	offset	35 88
	frame	data/chars/goldengloves/grabforward2-01.png
	offset	31 82
	frame	data/chars/goldengloves/grabforward2-02.png
	sound	data/sounds/goldone.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	23 91
	frame	data/chars/goldengloves/grabforward2-03.png
	attack	27 7 67 47 20 1 1 0 8 20
	dropv	2 0
	offset	16 98
	frame	data/chars/goldengloves/grabforward2-04.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 99
	frame	data/chars/goldengloves/grabforward2-05.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 97
	frame	data/chars/goldengloves/grabforward2-06.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	13 98
	frame	data/chars/goldengloves/grabforward2-07.png
	sound	data/sounds/goldtwo.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	22 113
	frame	data/chars/goldengloves/grabforward2-08.png
	blast	31 8 77 55 30 1 1 0 10 20
	dropv	1 3
	delay	7
	offset	28 90
	frame	data/chars/goldengloves/grabforward2-09.png
	delay	8
	offset	29 85
	frame	data/chars/goldengloves/grabforward2-10.png
	delay	9
	offset	29 84
	frame	data/chars/goldengloves/grabforward2-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	8
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-12.png
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-13.png
	offset	25 88
	frame	data/chars/goldengloves/grabforward2-14.png
	delay	7
	offset	24 101
	frame	data/chars/goldengloves/grabforward2-15.png
		
anim	freespecial30
	loop	0
	hitflash	flashscreen1
	hitfx	data/sounds/hard2.wav
	staydown	300 300
	delay	1
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat4.wav
	offset	28 92
	frame	data/chars/goldengloves/attack7-01.png
	@cmd	dasher 2 0 0
	delay	2
	offset	61 43
	frame	data/chars/goldengloves/attack7-02.png
	offset	61 43
	frame	data/chars/goldengloves/attack7-03.png
	offset	62 46
	frame	data/chars/goldengloves/attack7-04.png
	delay	4
	offset	64 50
	frame	data/chars/goldengloves/attack7-05.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	50 68
	frame	data/chars/goldengloves/attack7-06.png
	sound	data/sounds/goldone.wav
	attack10	28 -3 48 78 40 0 1 0 15 15
	delay	3
	offset	17 99
	frame	data/chars/goldengloves/attack7-07.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	2
	offset	18 100
	frame	data/chars/goldengloves/freespecial30-01.png
	offset	18 100
	frame	data/chars/goldengloves/freespecial30-02.png
	offset	19 99
	frame	data/chars/goldengloves/freespecial30-03.png
	delay	2
	offset	46 100
	frame	data/chars/goldengloves/freespecial30-04.png
	offset	37 100
	frame	data/chars/goldengloves/freespecial30-05.png
	offset	35 100
	frame	data/chars/goldengloves/freespecial30-06.png
	delay	2
	offset	33 106
	frame	data/chars/goldengloves/freespecial30-07.png
	offset	33 106
	frame	data/chars/goldengloves/freespecial30-08.png
	offset	43 97
	frame	data/chars/goldengloves/freespecial30-09.png
	@cmd	spawn01 "dust" 1 1 1
	@cmd	stop
	offset	43 97
	frame	data/chars/goldengloves/freespecial30-10.png
	delay	3
	offset	43 94
	frame	data/chars/goldengloves/freespecial30-11.png
	sound	data/sounds/goldtwo.wav
	delay	3
	attack	38 0 73 72 41 1 1 0 20 15
	dropv	3 4
	offset	41 96
	frame	data/chars/goldengloves/freespecial30-12.png
	sound	data/sounds/punch2.wav
	delay	4
	offset	40 99
	frame	data/chars/goldengloves/freespecial30-13.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	41 107
	frame	data/chars/goldengloves/freespecial30-14.png
	offset	41 106
	frame	data/chars/goldengloves/freespecial30-15.png
	offset	41 104
	frame	data/chars/goldengloves/freespecial30-16.png
	offset	41 102
	frame	data/chars/goldengloves/freespecial30-17.png
	delay	2
	offset	27 106
	frame	data/chars/goldengloves/freespecial30-18.png
	delay	3
	offset	21 105
	frame	data/chars/goldengloves/freespecial30-19.png
	delay	5
	offset	24 105
	frame	data/chars/goldengloves/freespecial30-20.png
		
anim	freespecial4
	energycost	5
	mponly	1
	staydown	200 200
	delay	5
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 0.2 0 0
	offset	48 92
	frame	data/chars/goldengloves/freespecial9-01.png
	attack	24 -3 61 62 20 0 1 0 10 20
	offset	40 97
	frame	data/chars/goldengloves/freespecial9-02.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	30 121
	frame	data/chars/goldengloves/freespecial9-03.png
	offset	30 103
	frame	data/chars/goldengloves/freespecial9-04.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	30 100
	frame	data/chars/goldengloves/freespecial9-05.png
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	attack	16 -4 69 65 20 0 1 0 10 20
	offset	34 97
	frame	data/chars/goldengloves/freespecial9-07.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	35 118
	frame	data/chars/goldengloves/freespecial9-08.png
	offset	35 107
	frame	data/chars/goldengloves/freespecial9-09.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 102
	frame	data/chars/goldengloves/freespecial9-10.png
	offset	48 92
	frame	data/chars/goldengloves/freespecial9-01.png
	attack	24 -3 61 62 20 0 1 0 10 20
	offset	40 97
	frame	data/chars/goldengloves/freespecial9-02.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	30 121
	frame	data/chars/goldengloves/freespecial9-03.png
	offset	30 103
	frame	data/chars/goldengloves/freespecial9-04.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	30 100
	frame	data/chars/goldengloves/freespecial9-05.png
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	@cmd	stop
	offset	34 89
	frame	data/chars/goldengloves/freespecial9-11.png
	offset	33 76
	frame	data/chars/goldengloves/freespecial9-12.png
	delay	5
	offset	33 76
	frame	data/chars/goldengloves/freespecial9-13.png
	hitfx	data/sounds/hard2.wav
	delay	3
	blast	26 -12 44 74 30 1 1 0 15 15
	dropv	2 3
	offset	33 91
	frame	data/chars/goldengloves/freespecial9-14.png
	sound	data/sounds/goldupper1.wav
	delay	2
	blast	23 -10 44 74 30 1 0 1 15 15
	dropv	2 3
	offset	32 93
	frame	data/chars/goldengloves/freespecial9-15.png
	sound	data/sounds/punch2.wav
	delay	9
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-16.png
	delay	4
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-17.png
	delay	6
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-18.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	4
	offset	34 112
	frame	data/chars/goldengloves/freespecial9-19.png
	offset	33 112
	frame	data/chars/goldengloves/freespecial9-20.png
	offset	30 107
	frame	data/chars/goldengloves/freespecial9-21.png
	delay	5
	offset	25 106
	frame	data/chars/goldengloves/freespecial9-22.png
		
anim	freespecial6
	cancel	2 28 0 a freespecial1
	cancel	2 28 0 j freespecial2
	cancel	2 28 0 s freespecial3
	energycost	5
	mponly	1
	delay	3
	offset	34 89
	frame	data/chars/goldengloves/freespecial6-01.png
	sound	data/sounds/goldyahoo.wav
	@cmd	spawn01 "dust" 1 1 1
	delay	4
	offset	34 66
	frame	data/chars/goldengloves/freespecial6-02.png
	offset	33 58
	frame	data/chars/goldengloves/freespecial6-03.png
	offset	34 55
	frame	data/chars/goldengloves/freespecial6-04.png
	delay	5
	offset	33 68
	frame	data/chars/goldengloves/freespecial6-05.png
	sound	data/sounds/punch2.wav
	delay	4
	offset	33 72
	frame	data/chars/goldengloves/freespecial6-06.png
	offset	34 71
	frame	data/chars/goldengloves/freespecial6-07.png
	@cmd	spawn01 "dust" 1 1 1
	delay	5
	offset	34 66
	frame	data/chars/goldengloves/freespecial6-08.png
	delay	3
	offset	33 59
	frame	data/chars/goldengloves/freespecial6-09.png
	offset	33 62
	frame	data/chars/goldengloves/freespecial6-10.png
	offset	33 71
	frame	data/chars/goldengloves/freespecial6-11.png
	delay	4
	offset	33 77
	frame	data/chars/goldengloves/freespecial6-12.png
	offset	33 75
	frame	data/chars/goldengloves/freespecial6-13.png
	@cmd	spawn01 "dust" 1 1 1
	delay	4
	offset	34 66
	frame	data/chars/goldengloves/freespecial6-02.png
	offset	33 58
	frame	data/chars/goldengloves/freespecial6-03.png
	offset	34 55
	frame	data/chars/goldengloves/freespecial6-04.png
	delay	5
	offset	33 68
	frame	data/chars/goldengloves/freespecial6-05.png
	sound	data/sounds/punch2.wav
	delay	4
	offset	33 72
	frame	data/chars/goldengloves/freespecial6-06.png
	offset	34 71
	frame	data/chars/goldengloves/freespecial6-07.png
	@cmd	spawn01 "dust" 1 1 1
	delay	5
	offset	34 66
	frame	data/chars/goldengloves/freespecial6-08.png
	delay	3
	offset	33 59
	frame	data/chars/goldengloves/freespecial6-09.png
	offset	33 62
	frame	data/chars/goldengloves/freespecial6-10.png
	offset	33 71
	frame	data/chars/goldengloves/freespecial6-11.png
	delay	4
	offset	33 77
	frame	data/chars/goldengloves/freespecial6-12.png
	delay	5
	offset	33 91
	frame	data/chars/goldengloves/freespecial6-14.png
	delay	4
	offset	33 94
	frame	data/chars/goldengloves/freespecial6-15.png
	offset	34 89
	frame	data/chars/goldengloves/freespecial6-01.png
	delay	3
	offset	35 92
	frame	data/chars/goldengloves/attack7-01.png
	offset	23 104
	frame	data/chars/goldengloves/attack7-15.png
	offset	22 105
	frame	data/chars/goldengloves/grabattack2-10.png
		
anim	freespecial7
	energycost	7
	mponly	1
	staydown	200 200
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat4.wav
	delay	2
	offset	24 104
	frame	data/chars/goldengloves/freespecial7-01.png
	offset	27 102
	frame	data/chars/goldengloves/freespecial7-02.png
	offset	28 103
	frame	data/chars/goldengloves/freespecial7-03.png
	sound	data/sounds/goldeagle.wav
	offset	26 98
	frame	data/chars/goldengloves/freespecial7-04.png
	@cmd	spawnAni2 "goldenglovespw" 1 1 1 4 "ANI_FOLLOW6"
	attack	50 11 59 44 25 0 1 0 15 20
	delay	6
	offset	36 84
	frame	data/chars/goldengloves/freespecial7-05.png
	sound	data/sounds/punch2.wav
	delay	4
	offset	37 87
	frame	data/chars/goldengloves/freespecial7-06.png
	offset	36 90
	frame	data/chars/goldengloves/freespecial7-07.png
	offset	37 81
	frame	data/chars/goldengloves/freespecial7-08.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	2
	offset	41 84
	frame	data/chars/goldengloves/freespecial7-09.png
	attack	39 -6 46 70 25 1 1 0 15 20
	offset	34 94
	frame	data/chars/goldengloves/freespecial7-10.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 97
	frame	data/chars/goldengloves/freespecial7-11.png
	attack	15 -9 54 111 50 1 1 0 20 20
	dropv	5.5 0.5
	delay	6
	offset	11 139
	frame	data/chars/goldengloves/freespecial7-12.png
	sound	data/sounds/punch2.wav
	attack	15 -9 54 111 50 1 0 1 20 20
	dropv	5.5 0.5
	delay	8
	offset	21 119
	frame	data/chars/goldengloves/freespecial7-13.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	11
	offset	21 119
	frame	data/chars/goldengloves/freespecial7-14.png
	delay	8
	offset	22 119
	frame	data/chars/goldengloves/freespecial7-15.png
	delay	6
	offset	26 118
	frame	data/chars/goldengloves/freespecial7-16.png
	offset	27 114
	frame	data/chars/goldengloves/freespecial7-17.png
	delay	4
	offset	25 105
	frame	data/chars/goldengloves/freespecial7-18.png
	offset	24 105
	frame	data/chars/goldengloves/grabattack2-10.png
		
anim	freespecial8
	energycost	5
	mponly	1
	staydown	200 200
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 0.2 0 0
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	attack	16 -4 69 65 20 0 1 0 10 20
	offset	34 97
	frame	data/chars/goldengloves/freespecial9-07.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	35 118
	frame	data/chars/goldengloves/freespecial9-08.png
	offset	35 107
	frame	data/chars/goldengloves/freespecial9-09.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 102
	frame	data/chars/goldengloves/freespecial9-10.png
	offset	48 92
	frame	data/chars/goldengloves/freespecial9-01.png
	attack	24 -3 61 62 20 0 1 0 10 20
	offset	40 97
	frame	data/chars/goldengloves/freespecial9-02.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	30 121
	frame	data/chars/goldengloves/freespecial9-03.png
	offset	30 103
	frame	data/chars/goldengloves/freespecial9-04.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	30 100
	frame	data/chars/goldengloves/freespecial9-05.png
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	attack	16 -4 69 65 20 0 1 0 10 20
	offset	34 97
	frame	data/chars/goldengloves/freespecial9-07.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	35 118
	frame	data/chars/goldengloves/freespecial9-08.png
	offset	35 107
	frame	data/chars/goldengloves/freespecial9-09.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 102
	frame	data/chars/goldengloves/freespecial9-10.png
	attackone	0
	delay	3
	hitfx	data/sounds/hard2.wav
	@cmd	stop
	offset	35 88
	frame	data/chars/goldengloves/grabforward2-01.png
	offset	31 82
	frame	data/chars/goldengloves/grabforward2-02.png
	sound	data/sounds/goldone.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	23 91
	frame	data/chars/goldengloves/grabforward2-03.png
	attack	27 7 67 47 20 1 1 0 8 20
	dropv	2 0
	offset	16 98
	frame	data/chars/goldengloves/grabforward2-04.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 99
	frame	data/chars/goldengloves/grabforward2-05.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 97
	frame	data/chars/goldengloves/grabforward2-06.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	13 98
	frame	data/chars/goldengloves/grabforward2-07.png
	sound	data/sounds/goldtwo.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	22 113
	frame	data/chars/goldengloves/grabforward2-08.png
	blast	31 8 77 55 30 1 1 0 10 20
	dropv	1 3
	delay	7
	offset	28 90
	frame	data/chars/goldengloves/grabforward2-09.png
	sound	data/sounds/punch2.wav
	delay	8
	offset	29 85
	frame	data/chars/goldengloves/grabforward2-10.png
	delay	9
	offset	29 84
	frame	data/chars/goldengloves/grabforward2-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	8
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-12.png
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-13.png
	offset	25 88
	frame	data/chars/goldengloves/grabforward2-14.png
	delay	7
	offset	24 101
	frame	data/chars/goldengloves/grabforward2-15.png
		
anim	freespecial9
	cancel	14 18 0 j freespecial10
	cancel	14 18 0 s freespecial8
	cancel	14 18 0 a freespecial4
	cancel	2 18 0 d f s freespecial7
	cancel	2 18 0 d f j freespecial6
	energycost	5
	mponly	1
	staydown	200 200
	delay	5
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 0.2 0 0
	offset	48 92
	frame	data/chars/goldengloves/freespecial9-01.png
	sound	data/sounds/goldbody.wav
	attack	24 -3 61 62 20 0 1 0 10 20
	offset	40 97
	frame	data/chars/goldengloves/freespecial9-02.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	30 121
	frame	data/chars/goldengloves/freespecial9-03.png
	offset	30 103
	frame	data/chars/goldengloves/freespecial9-04.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	30 100
	frame	data/chars/goldengloves/freespecial9-05.png
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	attack	16 -4 69 65 20 0 1 0 10 20
	offset	34 97
	frame	data/chars/goldengloves/freespecial9-07.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	35 118
	frame	data/chars/goldengloves/freespecial9-08.png
	offset	35 107
	frame	data/chars/goldengloves/freespecial9-09.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 102
	frame	data/chars/goldengloves/freespecial9-10.png
	offset	48 92
	frame	data/chars/goldengloves/freespecial9-01.png
	attack	24 -3 61 62 20 0 1 0 10 20
	offset	40 97
	frame	data/chars/goldengloves/freespecial9-02.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	30 121
	frame	data/chars/goldengloves/freespecial9-03.png
	offset	30 103
	frame	data/chars/goldengloves/freespecial9-04.png
	delay	6
	attack	0 0 0 0 0 0 0 0 0 0
	offset	30 100
	frame	data/chars/goldengloves/freespecial9-05.png
	delay	5
	offset	33 94
	frame	data/chars/goldengloves/freespecial9-06.png
	@cmd	stop
	offset	34 89
	frame	data/chars/goldengloves/freespecial9-11.png
	offset	33 76
	frame	data/chars/goldengloves/freespecial9-12.png
	delay	5
	offset	33 76
	frame	data/chars/goldengloves/freespecial9-13.png
	hitfx	data/sounds/hard2.wav
	delay	3
	blast	26 -12 44 74 30 1 1 0 15 15
	dropv	2 3
	offset	33 91
	frame	data/chars/goldengloves/freespecial9-14.png
	delay	2
	blast	23 -10 44 74 30 1 0 1 15 15
	dropv	2 3
	offset	32 93
	frame	data/chars/goldengloves/freespecial9-15.png
	sound	data/sounds/punch2.wav
	delay	9
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-16.png
	delay	4
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-17.png
	delay	6
	offset	35 114
	frame	data/chars/goldengloves/freespecial9-18.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	4
	offset	34 112
	frame	data/chars/goldengloves/freespecial9-19.png
	offset	33 112
	frame	data/chars/goldengloves/freespecial9-20.png
	offset	30 107
	frame	data/chars/goldengloves/freespecial9-21.png
	delay	5
	offset	25 106
	frame	data/chars/goldengloves/freespecial9-22.png
		
anim	get
	delay	4
	offset	27 97
	frame	data/chars/goldengloves/rise-05.png
	offset	28 74
	frame	data/chars/goldengloves/rise-04.png
	offset	29 66
	frame	data/chars/goldengloves/rise-00.png
	offset	30 68
	frame	data/chars/goldengloves/get-01.png
	offset	30 68
	frame	data/chars/goldengloves/get-02.png
	offset	30 68
	frame	data/chars/goldengloves/get-03.png
	offset	29 69
	frame	data/chars/goldengloves/get-04.png
	offset	29 69
	frame	data/chars/goldengloves/get-05.png
	offset	30 68
	frame	data/chars/goldengloves/get-06.png
	offset	30 68
	frame	data/chars/goldengloves/get-07.png
	offset	30 68
	frame	data/chars/goldengloves/get-08.png
	offset	30 68
	frame	data/chars/goldengloves/get-09.png
	offset	30 68
	frame	data/chars/goldengloves/get-10.png
	offset	29 66
	frame	data/chars/goldengloves/rise-00.png
	offset	28 74
	frame	data/chars/goldengloves/rise-04.png
	offset	27 97
	frame	data/chars/goldengloves/rise-05.png
		
anim	grab
	bbox	13 5 31 93
	loop	0
	delay	3
	offset	17 99
	frame	data/chars/goldengloves/attack5-10.png
	bbox	22 7 26 92
	offset	14 99
	frame	data/chars/goldengloves/grab-01.png
		
anim	grabattack
	bbox	13 5 31 93
	loop	0
	delay	3
	offset	17 99
	frame	data/chars/goldengloves/attack5-10.png
	bbox	22 7 26 92
	offset	14 99
	frame	data/chars/goldengloves/grab-01.png
	delay	3
	offset	24 104
	frame	data/chars/goldengloves/grabattack-01.png
	delay	4
	offset	24 103
	frame	data/chars/goldengloves/grabattack-02.png
	attack	22 9 37 51 8 0 1 0 5 10
	offset	24 104
	frame	data/chars/goldengloves/grabattack-03.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	6
	offset	24 104
	frame	data/chars/goldengloves/grabattack-04.png
		
anim	grabattack2
	loop	0
	delay	6
	offset	25 97
	frame	data/chars/goldengloves/grabforward-01.png
	delay	4
	offset	25 95
	frame	data/chars/goldengloves/grabforward-02.png
	delay	4
	attack	38 3 36 57 15 0 1 0 15 15
	offset	23 94
	frame	data/chars/goldengloves/grabattack2-01.png
	hitfx	data/sounds/hard2.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	24 97
	frame	data/chars/goldengloves/grabattack2-02.png
	sound	data/sounds/goldkono.wav
	delay	8
	blast	20 -3 35 99 20 1 1 0 8 15
	offset	11 139
	frame	data/chars/goldengloves/grabattack2-03.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	21 119
	frame	data/chars/goldengloves/grabattack2-04.png
	offset	21 119
	frame	data/chars/goldengloves/grabattack2-05.png
	offset	22 119
	frame	data/chars/goldengloves/grabattack2-06.png
	offset	26 118
	frame	data/chars/goldengloves/grabattack2-07.png
	offset	27 114
	frame	data/chars/goldengloves/grabattack2-08.png
	offset	25 105
	frame	data/chars/goldengloves/grabattack2-09.png
	delay	10
	offset	24 105
	frame	data/chars/goldengloves/grabattack2-10.png
		
anim	grabbackward
	otg	1
	loop	0
	delay	20
	bbox	0 0 0 0
	forcedirection	-1
	attackone	0
	staydown	500 500
	@cmd	slamstart
	sound	data/sounds/grab.wav
	@cmd	position 10 35 49 -1 -1
	offset	25 95
	frame	data/chars/goldengloves/grabforward-03.png
	@cmd	position 10 35 49 -1 -1
	delay	3
	offset	25 95
	frame	data/chars/goldengloves/grabforward-04.png
	@cmd	position 10 35 49 -1 -1
	delay	2
	offset	25 96
	frame	data/chars/goldengloves/grabforward-05.png
	@cmd	position 10 35 49 -1 -1
	offset	24 99
	frame	data/chars/goldengloves/grabbackward-01.png
	@cmd	position 11 33 50 -1 -1
	offset	23 98
	frame	data/chars/goldengloves/grabbackward-02.png
	delay	20
	@cmd	position 9 15 70 -1 1
	offset	23 97
	frame	data/chars/goldengloves/grabbackward-03.png
	delay	5
	@cmd	position 4 0 60 -1 -1
	offset	46 107
	frame	data/chars/goldengloves/grabbackward-04.png
	delay	9
	@cmd	depost 0
	@cmd	throw 70 1 3 3 0 -1
	offset	45 106
	frame	data/chars/goldengloves/grabbackward-05.png
	delay	25
	offset	45 106
	frame	data/chars/goldengloves/grabbackward-06.png
	@cmd	flip
	@cmd	clearL
	offset	23 101
	frame	data/chars/goldengloves/grabbackward-07.png
		
anim	grabdown
	delay	6
	attackone	0
	staydown	500 500
	hitfx	data/sounds/beat4.wav
	offset	28 92
	frame	data/chars/goldengloves/attack7-01.png
	delay	4
	offset	61 43
	frame	data/chars/goldengloves/attack7-02.png
	offset	61 43
	frame	data/chars/goldengloves/attack7-03.png
	offset	62 46
	frame	data/chars/goldengloves/attack7-04.png
	delay	6
	offset	64 50
	frame	data/chars/goldengloves/attack7-05.png
	offset	50 68
	frame	data/chars/goldengloves/attack7-06.png
	sound	data/sounds/goldupper.wav
	attack10	28 -3 48 78 40 1 1 0 15 15
	dropv	6.5 0.5
	delay	7
	offset	17 99
	frame	data/chars/goldengloves/attack7-07.png
	delay	4
	offset	18 138
	frame	data/chars/goldengloves/attack7-08.png
	delay	8
	offset	18 128
	frame	data/chars/goldengloves/attack7-09.png
	offset	18 127
	frame	data/chars/goldengloves/attack7-10.png
	delay	6
	offset	18 124
	frame	data/chars/goldengloves/attack7-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	18 118
	frame	data/chars/goldengloves/attack7-12.png
	offset	17 116
	frame	data/chars/goldengloves/attack7-13.png
	delay	4
	offset	18 114
	frame	data/chars/goldengloves/attack7-14.png
	offset	14 99
	frame	data/chars/goldengloves/grab-01.png
	delay	6
	offset	17 99
	frame	data/chars/goldengloves/attack5-10.png
	offset	20 102
	frame	data/chars/goldengloves/attack5-11.png
	offset	23 104
	frame	data/chars/goldengloves/attack7-15.png
	offset	24 105
	frame	data/chars/goldengloves/grabattack2-10.png
		
anim	grabforward
	loop	0
	delay	7
	hitfx	data/sounds/beat4.wav
	offset	25 97
	frame	data/chars/goldengloves/grabforward-01.png
	sound	data/sounds/punch2.wav
	delay	3
	offset	25 95
	frame	data/chars/goldengloves/grabforward-02.png
	delay	1
	attack	21 8 41 41 15 0 1 0 40 8
	offset	25 95
	frame	data/chars/goldengloves/grabforward-03.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	3
	offset	25 95
	frame	data/chars/goldengloves/grabforward-04.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	2
	offset	25 96
	frame	data/chars/goldengloves/grabforward-05.png
		
