name          overlordfn
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	degravity 0.9
	@cmd	killgun 10 0
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	killgun 11 0
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	degravity 0
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif #124
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	delay	200
	frame	data/chars/beyond/3overlord/chg08.gif #133
	delay	12
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/chg04.gif #134 <----land
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg02.gif
	delay	120
	frame	data/chars/beyond/3overlord/chg02.gif #137
	delay	12
	frame	data/chars/beyond/3overlord/chg02.gif #138
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg04.gif
	frame	data/chars/beyond/3overlord/ab01.gif
	@cmd	 playmusic "data/music/overlord4" 1
	frame	data/chars/beyond/3overlord/ab02.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	sound	data/sounds/overlord04.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif

#----------------------------------------------------------
#-----------------------change-ends------------------------
#----------------------------------------------------------

	frame	data/chars/beyond/3overlord/ab03.gif #147
	@cmd	spawnGun7 "tentcl" 0 0 -1 21 1 "ANI_FOLLOW11"
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif  #157
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	@cmd	looper 157 10
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif #166
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab02.gif
	frame	data/chars/beyond/3overlord/ab01.gif
	frame	data/chars/beyond/3overlord/pain2.gif
	frame	data/chars/beyond/3overlord/pain1.gif
	delay	3
	frame	data/chars/beyond/3overlord/idle43.gif #172
	frame	data/chars/beyond/3overlord/idle42.gif
	frame	data/chars/beyond/3overlord/idle41.gif
	frame	data/chars/beyond/3overlord/idle40.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	looper 172 20
	frame	data/chars/beyond/3overlord/idle43.gif
	frame	data/chars/beyond/3overlord/idle42.gif
	frame	data/chars/beyond/3overlord/idle41.gif
	frame	data/chars/beyond/3overlord/idle40.gif
	frame	data/chars/beyond/3overlord/idle39.gif #181
	@cmd	beidle
	frame	data/chars/beyond/3overlord/idle39.gif


#--------------------------------------------------------------
#---------------//--CHANGING-3-CROWN-APPEAR--//----------------
#-------------------//--5-stays-null()--//---------------------
#----------------//--null()-cleans-memory--//------------------
#--------------------------------------------------------------


anim	follow17
@script
	void self = getlocalvar("self");
	if(frame==10){
	changeentityproperty(self, "aggression", 100);
	}
@end_script
	loop	0
	delay	12
	offset	100 189
	bbox	0 0 0 0
	landframe 134 dust
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/chg04.gif #0
	@cmd	dasher -2 0 0
	frame	data/chars/beyond/3overlord/chg03.gif
	@cmd	spawn01 "dust" 1 1 1
	frame	data/chars/beyond/3overlord/chg02.gif
	@cmd	clearL
	frame	data/chars/beyond/3overlord/chg02.gif
	@cmd	stop
	delay	180
	frame	data/chars/beyond/3overlord/chg02.gif
	delay	7
	frame	data/chars/beyond/3overlord/go01.gif
	frame	data/chars/beyond/3overlord/go02.gif
	frame	data/chars/beyond/3overlord/go03.gif
	sound	data/sounds/super3.wav
	frame	data/chars/beyond/3overlord/go04.gif
	frame	data/chars/beyond/3overlord/go05.gif
	frame	data/chars/beyond/3overlord/go06.gif #10
	frame	data/chars/beyond/3overlord/go07.gif
	frame	data/chars/beyond/3overlord/go08.gif
	@cmd	move2 6830 330
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/go07.gif
	frame	data/chars/beyond/3overlord/go06.gif
	frame	data/chars/beyond/3overlord/go05.gif
	frame	data/chars/beyond/3overlord/go04.gif
	sound	data/sounds/super3.wav
	frame	data/chars/beyond/3overlord/go03.gif
	frame	data/chars/beyond/3overlord/go02.gif
	frame	data/chars/beyond/3overlord/go01.gif
	delay	15
	frame	data/chars/beyond/3overlord/chg03.gif
	sound	data/sounds/overlord07.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/chg02.gif
	delay	250
	drawmethod 256 256 0 0 0 1
	frame	data/chars/beyond/3overlord/chg02.gif
	frame	data/chars/beyond/3overlord/chg02.gif #23

#----------------------------------------------------------
#--------------------teleport-end-change-begin-------------
#----------------------------------------------------------

	delay	12
	nodrawmethod
	frame	data/chars/beyond/3overlord/chg02.gif
	@cmd	degravity 1
	frame	data/chars/beyond/3overlord/chg02.gif
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg04.gif
	frame	data/chars/beyond/3overlord/chg05.gif
	@cmd	spawnGun8 "ovrshoot" -5 1 1 10 "ANI_FOLLOW4"
	frame	data/chars/beyond/3overlord/chg06.gif
	@cmd	dasher 0 0.6 0
	delay	7
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	spawnGun5 "ovrshoot" -5 150 -5 11 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	sound	data/sounds/overlord01.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/chg07.gif #38
	frame	data/chars/beyond/3overlord/chg08.gif #39
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	looper 39 4
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	stop
	frame	data/chars/beyond/3overlord/chg08.gif #45
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	shooter3 "ldrpwr" 1 -135 -50 -1.5 0 0 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 1 -135 70 -1.5 0 0 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 1 -135 -50 1.5 0 0 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 1 -135 70 1.5 0 0 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif #56
	sound	data/sounds/overlord02.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	shooter3 "ldrpwr" 1 -135 1 0 0 -0.1 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 1 -135 1 0 0 0.2 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	shooter3 "ldrpwr" -15 -135 7 -1 0 -0.3 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" -15 -135 7 -1 0 0.3 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 15 -135 7 1 0 -0.3 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 15 -135 7 1 0 0.3 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	shooter3 "ldrpwr" 0 -135 7 0 0 -0.1 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 0 -135 7 0 0 0.2 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif #90
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	shooter3 "ldrpwr" -15 -135 10 -1.5 0 0 "ANI_FOLLOW5"
	@cmd	shooter3 "ldrpwr" 15 -135 10 1.5 0 0 "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	looper 45 8
	frame	data/chars/beyond/3overlord/chg08.gif #95
	frame	data/chars/beyond/3overlord/chg07.gif
	sound	data/sounds/overlord02.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif #98
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	looper 98 11
	frame	data/chars/beyond/3overlord/chg07.gif
	sound	data/sounds/overlord03.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	degravity 0.9
	@cmd	killgun 10 0
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	@cmd	killgun 11 0
	frame	data/chars/beyond/3overlord/chg07.gif
	@cmd	degravity 0
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif #124
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	frame	data/chars/beyond/3overlord/chg08.gif
	frame	data/chars/beyond/3overlord/chg07.gif
	delay	200
	frame	data/chars/beyond/3overlord/chg08.gif #133
	delay	12
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/chg04.gif #134 <----land
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg02.gif
	delay	120
	frame	data/chars/beyond/3overlord/chg02.gif #137
	delay	12
	frame	data/chars/beyond/3overlord/chg02.gif #138
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg04.gif
	frame	data/chars/beyond/3overlord/ab01.gif
	frame	data/chars/beyond/3overlord/ab02.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	sound	data/sounds/overlord04.wav		#---------------------//---------
	frame	data/chars/beyond/3overlord/ab03a.gif
	@cmd	 playmusic "data/music/overlord5" 1
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif

#----------------------------------------------------------
#-----------------------change-ends------------------------
#----------------------------------------------------------

	frame	data/chars/beyond/3overlord/ab03.gif #147
	@cmd	spawnGun7 "tentcl" 0 0 1 22 1 "ANI_FOLLOW12"
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif  #157
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	@cmd	looper 157 10
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab03a.gif #166
	frame	data/chars/beyond/3overlord/ab03.gif
	frame	data/chars/beyond/3overlord/ab02.gif
	frame	data/chars/beyond/3overlord/ab01.gif
	frame	data/chars/beyond/3overlord/pain2.gif
	frame	data/chars/beyond/3overlord/pain1.gif
	delay	3
	frame	data/chars/beyond/3overlord/idle43.gif #172
	frame	data/chars/beyond/3overlord/idle42.gif
	frame	data/chars/beyond/3overlord/idle41.gif
	frame	data/chars/beyond/3overlord/idle40.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	looper 172 20
	frame	data/chars/beyond/3overlord/idle43.gif
	frame	data/chars/beyond/3overlord/idle42.gif
	frame	data/chars/beyond/3overlord/idle41.gif
	frame	data/chars/beyond/3overlord/idle40.gif
	frame	data/chars/beyond/3overlord/idle39.gif #181
	@cmd	beidle
	frame	data/chars/beyond/3overlord/idle39.gif




#--------------------end--------//----------------------

anim	death
@script
	void self = getlocalvar("self");
	if(frame==7){

	changelevelproperty("scrollspeed", 0);
    	changeopenborvariant("xpos", 6590);
    	changeopenborvariant("ypos", 1);
	}
@end_script
	loop	0
	delay	6
	offset	100 189
	bbox	0 0 0 0
	frame	data/chars/beyond/3overlord/chg04.gif
	@cmd	spawnGun7 "tentcl" 0 0 -1 25 1 "ANI_FOLLOW14"
	@cmd	target 1 1 1 1 0
	@cmd	killgun 21 0
	@cmd	killgun 20 0
	@cmd	killgun 22 0
	frame	data/chars/beyond/3overlord/chg04.gif
	delay	12
	@cmd	dasher -2 0 0
	frame	data/chars/beyond/3overlord/chg03.gif
	@cmd	spawn01 "dust" 1 1 1
	frame	data/chars/beyond/3overlord/chg02.gif
	frame	data/chars/beyond/3overlord/chg02.gif
	@cmd	stop
	delay	180
	frame	data/chars/beyond/3overlord/chg02.gif
	delay	7
	@cmd	spawnAni "endlevel_anim" 1 -35 1 "ANI_FOLLOW1"
	@cmd	spawnAni "endlevel_anim" 1 -35 1 "ANI_FOLLOW2"
	@cmd	spawnAni "endlevel_anim" 1 -35 1 "ANI_FOLLOW3"
	frame	data/chars/beyond/3overlord/go01.gif
	frame	data/chars/beyond/3overlord/go02.gif
	frame	data/chars/beyond/3overlord/go03.gif
	sound	data/sounds/super3.wav
	frame	data/chars/beyond/3overlord/go04.gif
	frame	data/chars/beyond/3overlord/go05.gif
	@cmd	clearL
	frame	data/chars/beyond/3overlord/go06.gif
	@cmd	 playmusic "data/music/overltext2" 1
	frame	data/chars/beyond/3overlord/go07.gif
	frame	data/chars/beyond/3overlord/go08.gif
	@cmd	move2 6940 270
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/go07.gif
	frame	data/chars/beyond/3overlord/go06.gif
	frame	data/chars/beyond/3overlord/go05.gif
	frame	data/chars/beyond/3overlord/go04.gif
	sound	data/sounds/super3.wav
	frame	data/chars/beyond/3overlord/go03.gif
	sound	data/sounds/overlord06.wav
	frame	data/chars/beyond/3overlord/go02.gif
	frame	data/chars/beyond/3overlord/go01.gif
	delay	15
	frame	data/chars/beyond/3overlord/chg02.gif	
	frame	data/chars/beyond/3overlord/chg03.gif
	frame	data/chars/beyond/3overlord/chg04.gif
	delay	25
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	delay	480
	frame	data/chars/beyond/3overlord/idle39.gif
	delay	15
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	target 1 1 1 1 0
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	killgun 25 0
	frame	data/chars/beyond/3overlord/idle39.gif
	@cmd	spawnAni2 "ovtlk2" 10 50 50 "ANI_FOLLOW1" #------------- 
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/idle39.gif
	delay	12
	frame	data/chars/beyond/3overlord/idle39.gif
	frame	data/chars/beyond/3overlord/death02.gif
	frame	data/chars/beyond/3overlord/death03.gif
	delay	80
	frame	data/chars/beyond/3overlord/spawn05.gif
	delay	12
	frame	data/chars/beyond/3overlord/spawn05.gif
	@cmd	spawn05 "tankfall" 6810 570 510		#------------- 
	frame	data/chars/beyond/3overlord/spawn05.gif

	delay	2750
	frame	data/chars/beyond/3overlord/spawn05.gif
	delay	15
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	@cmd	spawn02 "ovtlk4" 1 50 50		#------------- 
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	delay	5500
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
	frame	data/chars/beyond/3overlord/spawn05.gif
