name		Yuri
	attack2	0 0 0 0
	delay	14
	frame	data/chars/0yuri/ju02.gif
	frame	data/chars/0yuri/ju10.gif
		
anim	jumpdelay
	loop	0
	delay	8
	offset	145 207
	bbox	125 105 33 35
	frame	data/chars/0yuri/ju12.gif
		
anim	jumpforward
	loop	0
	delay	6
	offset	145 205
	bbox	125 105 33 35
	landframe 5
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/yur01.wav
	staydown	300 300
	frame	data/chars/0yuri/ja01.gif
	frame	data/chars/0yuri/ja02.gif
	frame	data/chars/0yuri/ja03.gif
	delay	35
	attack	125 125 85 44 30 1 0 0 25 0
	frame	data/chars/0yuri/ja04.gif
	delay	300
	attack	0 0 0 0
	frame	data/chars/0yuri/ju03.gif
	delay	10
	offset	145 207
	frame	data/chars/0yuri/ju12.gif
		
anim	jumpland
	loop	0
	delay	10
	offset	145 207
	bbox	125 105 33 35
	frame	data/chars/0yuri/ju12.gif
		
anim	pain
	loop	0
	delay	7
	offset	145 206
	bbox	108 121 33 80
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/pain2.gif
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/de01.gif
		
anim	pain2
	loop	0
	delay	7
	offset	145 207
	bbox	108 121 33 80
	frame	data/chars/0yuri/pain3.gif
	frame	data/chars/0yuri/pain4.gif
	frame	data/chars/0yuri/pain3.gif
	frame	data/chars/0yuri/de03.gif
		
anim	pain3
	loop	0
	delay	2
	offset	145 207
	bbox	108 121 33 80
	move	-6
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/pain2.gif
	frame	data/chars/0yuri/pain2.gif
	frame	data/chars/0yuri/pain2.gif
	move	-3
	frame	data/chars/0yuri/pain2.gif
	frame	data/chars/0yuri/pain2.gif
	move	-1
	frame	data/chars/0yuri/pain2.gif
	delay	55
	frame	data/chars/0yuri/pain2.gif



anim	pain5
	loop	0
	delay	14
	offset	145 207
	bbox	108 121 33 80
	frame	data/chars/0yuri/pain2.gif
	frame	data/chars/0yuri/pain1.gif
	frame	data/chars/0yuri/pain3.gif
	frame	data/chars/0yuri/pain4.gif
	frame	data/chars/0yuri/de04.gif
	frame	data/chars/0yuri/de05.gif
	delay	12
	frame	data/chars/0yuri/de06.gif
	frame	data/chars/0yuri/de07.gif
	frame	data/chars/0yuri/spat22.gif
	frame	data/chars/0yuri/spat21.gif
	frame	data/chars/0yuri/spat20.gif
	frame	data/chars/0yuri/spat16.gif


anim	pain6
	loop	0
	delay	14
	offset	145 207
	bbox	0 0 0 0
	frame	data/chars/0yuri/de01.gif
	frame	data/chars/0yuri/de02.gif
	frame	data/chars/0yuri/de03.gif
	frame	data/chars/0yuri/de04.gif
	frame	data/chars/0yuri/vent/fall2.gif
	frame	data/chars/0yuri/vent/fall3.gif
	frame	data/chars/0yuri/vent/fall4.gif
	frame	data/chars/0yuri/vent/pain2.gif
	delay	600
	frame	data/chars/0yuri/vent/fall4.gif
	delay	140
	frame	data/chars/0yuri/vent/pain3.gif
	delay	14
	frame	data/chars/0yuri/vent/idle.gif
	frame	data/chars/0yuri/spat22.gif
	frame	data/chars/0yuri/spat21.gif
	frame	data/chars/0yuri/spat20.gif
	frame	data/chars/0yuri/spat16.gif


anim	fall6
	loop	0
	delay	9
	offset	145 205
	bbox	0 0 0 0
	landframe	9
	sound	data/sounds/yurpa.wav
	frame	data/chars/0yuri/fall5.gif
	frame	data/chars/0yuri/fall6.gif
	frame	data/chars/0yuri/fall7.gif
	frame	data/chars/0yuri/fall8.gif
	frame	data/chars/0yuri/fall5.gif
	frame	data/chars/0yuri/fall6.gif
	frame	data/chars/0yuri/fall7.gif
	frame	data/chars/0yuri/fall8.gif
	@cmd	looper 4 10
	delay	300
	frame	data/chars/0yuri/fall5.gif
	delay	14
	frame	data/chars/0yuri/fall4.gif
	offset	145 204
	frame	data/chars/0yuri/fall4.gif
	delay	700
	offset	145 205
	frame	data/chars/0yuri/fall4.gif



		
anim	rise
	loop	0
	delay	35
	offset	145 205
	bbox	0 0 0 0
	frame	data/chars/0yuri/fall4.gif
	delay	10
	frame	data/chars/0yuri/rise1.gif
	frame	data/chars/0yuri/dgd03.gif
	frame	data/chars/0yuri/rise2.gif
	frame	data/chars/0yuri/rise3.gif
	frame	data/chars/0yuri/rise4.gif
	frame	data/chars/0yuri/rise5.gif
	delay	7
	frame	data/chars/0yuri/rise6.gif
	frame	data/chars/0yuri/rise7.gif
	frame	data/chars/0yuri/rise9.gif
	frame	data/chars/0yuri/rise10.gif
	delay	8
	frame	data/chars/0yuri/ju12.gif
		
anim	run
	loop	1
	delay	7
	offset	145 205
	bbox	108 121 33 80
	frame	data/chars/0yuri/run1.gif
	sound	data/sounds/run.wav
	frame	data/chars/0yuri/run2.gif
	frame	data/chars/0yuri/run3.gif
	frame	data/chars/0yuri/run4.gif
	sound	data/sounds/run.wav
	frame	data/chars/0yuri/run5.gif
	frame	data/chars/0yuri/run6.gif
		
anim	runattack
	loop	0
	delay	7
	offset	145 205
	bbox	0 0 0 0
	forcedirection	-1
	fastattack	1
	jumpframe	4 2.3 2.3 0
	#landframe	13
	hitfx	data/sounds/beat3.wav
	@cmd	dasher 2.5 0 0
	frame	data/chars/0yuri/a18.gif
	frame	data/chars/0yuri/d18.gif
	attack2	145 130 35 40 12 0 0 0 15 0
	delay	4
	frame	data/chars/0yuri/upp01.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/upp01.gif
	delay	15
	attack	137 69 31 85 20 1 0 0 25 0
	dropv	4 3
	frame	data/chars/0yuri/upp02.gif
	delay	6
	frame	data/chars/0yuri/upp03.gif
	frame	data/chars/0yuri/upp04.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/upp05.gif
	offset	150 220
	frame	data/chars/0yuri/th15.gif
	frame	data/chars/0yuri/th14.gif
	@cmd	dasher 2 -1 0
	frame	data/chars/0yuri/th13.gif
	frame	data/chars/0yuri/th19.gif

		
anim	runjump
	loop	0
	delay	8
	offset	145 205
	bbox	125 105 33 35
	frame	data/chars/0yuri/ju01.gif
	frame	data/chars/0yuri/ju02.gif
	frame	data/chars/0yuri/ju03.gif
	frame	data/chars/0yuri/ju09.gif
	frame	data/chars/0yuri/ju10.gif
	frame	data/chars/0yuri/ju11.gif
	delay	14
	frame	data/chars/0yuri/ju10.gif
	frame	data/chars/0yuri/ju11.gif
	frame	data/chars/0yuri/ju10.gif
	frame	data/chars/0yuri/ju11.gif
	@cmd	looper 6 15
	frame	data/chars/0yuri/ju10.gif
	frame	data/chars/0yuri/ju11.gif
		
anim	runjumpattack
	loop	0
	delay	8
	offset	145 205
	bbox	125 105 33 35
	followanim	7
	followcond	1
	sound	data/sounds/yur01.wav
	hitfx	data/sounds/beat5.wav
	staydown	300 300
	frame	data/chars/0yuri/ratk01.gif
	frame	data/chars/0yuri/ratk02.gif
	frame	data/chars/0yuri/ratk15.gif
	attack2	124 130 60 40 15 0 1 0 15 0
	frame	data/chars/0yuri/ratk14.gif
	frame	data/chars/0yuri/ratk03.gif
		
anim	runslide
	loop	0
	delay	7
	offset	145 205
	bbox	125 165 50 35
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 3 0 0
	frame	data/chars/0yuri/sld01.gif
	sound	data/sounds/yur01.wav
	frame	data/chars/0yuri/sld02.gif
	frame	data/chars/0yuri/sld03.gif
	attack	145 144 80 45 25 1 0 0 15 0
	dropv	3 4
	frame	data/chars/0yuri/sld04.gif
	delay	5
	frame	data/chars/0yuri/sld05.gif
	frame	data/chars/0yuri/sld06.gif
	frame	data/chars/0yuri/sld05.gif
	frame	data/chars/0yuri/sld06.gif
	frame	data/chars/0yuri/sld05.gif
	frame	data/chars/0yuri/sld06.gif
	frame	data/chars/0yuri/sld05.gif
	attack	0 0 0 0
	delay	9
	frame	data/chars/0yuri/sld04.gif
	@cmd	stop
	frame	data/chars/0yuri/sld03.gif
	frame	data/chars/0yuri/spat22.gif
	frame	data/chars/0yuri/spat21.gif
	frame	data/chars/0yuri/dgd16.gif


		
anim	select
	loop	0
	delay	11
	offset	0 0
	bbox	0 0 0 0
	sound	data/sounds/yuri.wav
	frame	data/chars/0yuri/wait10.gif
	frame	data/chars/0yuri/wait11.gif
	frame	data/chars/0yuri/wait12.gif
	frame	data/chars/0yuri/wait13.gif
	frame	data/chars/0yuri/wait14.gif
	delay	60
	frame	data/chars/0yuri/wait14.gif
	delay	30
	frame	data/chars/0yuri/wait14.gif
	frame	data/chars/0yuri/wait14.gif
	frame	data/chars/0yuri/wait14.gif


anim	respawn
	loop	0
	delay	12
	offset	145 205
	bbox	0 0 0 0
	frame	data/chars/0yuri/win1.gif
	frame	data/chars/0yuri/win2.gif
	frame	data/chars/0yuri/win3.gif
	frame	data/chars/0yuri/win4.gif
	frame	data/chars/0yuri/win5.gif
	delay	55
	frame	data/chars/0yuri/win6.gif
	delay	9
	frame	data/chars/0yuri/win5.gif
	frame	data/chars/0yuri/win4.gif
	frame	data/chars/0yuri/win3.gif
	frame	data/chars/0yuri/win2.gif
	frame	data/chars/0yuri/win1.gif

		
anim	spawn
	loop	0
	delay	12
	offset	145 205
	bbox	0 0 0 0
	frame	data/chars/0yuri/win1.gif
	frame	data/chars/0yuri/win2.gif
	frame	data/chars/0yuri/win3.gif
	frame	data/chars/0yuri/win4.gif
	frame	data/chars/0yuri/win5.gif
	delay	55
	frame	data/chars/0yuri/win6.gif
	delay	9
	frame	data/chars/0yuri/win5.gif
	frame	data/chars/0yuri/win4.gif
	frame	data/chars/0yuri/win3.gif
	frame	data/chars/0yuri/win2.gif
	frame	data/chars/0yuri/win1.gif
		
anim	special
	energycost	40
	mponly	1
	loop	0
	delay	6
	offset	145 205
	bbox	0 0 0 0
	hitflash	Flash3
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/yur02.wav
	staydown	400 400
	frame	data/chars/0yuri/ju12.gif
	frame	data/chars/0yuri/ju01.gif
	seta	3
	offset	150 215
	frame	data/chars/0yuri/th13.gif
	seta	6
	frame	data/chars/0yuri/th14.gif
	seta	9
	frame	data/chars/0yuri/th15.gif
	delay	4
	offset	145 205
	frame	data/chars/0yuri/sp03.gif
	seta	12
	sound	data/sounds/punch2.wav
	frame	data/chars/0yuri/sp04.gif
	bbox	0 0 0 0
	attack	145 105 70 45 20 1 0 0 35 15
	dropv	2 4
	seta	15
	frame	data/chars/0yuri/sp05.gif
	seta	18
	frame	data/chars/0yuri/sp06.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp07.gif
	seta	20
	frame	data/chars/0yuri/sp08.gif
	sound	data/sounds/punch2.wav
	bbox	0 0 0 0
	attack	71 110 75 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp01.gif
	frame	data/chars/0yuri/sp02.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp03.gif
	frame	data/chars/0yuri/sp04.gif
	attack	145 105 70 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp05.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/0yuri/sp06.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp07.gif
	frame	data/chars/0yuri/sp08.gif
	bbox	0 0 0 0
	attack	71 110 75 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp01.gif
	frame	data/chars/0yuri/sp02.gif
	sound	data/sounds/punch2.wav
	attack	0 0 0 0
	frame	data/chars/0yuri/sp03.gif
	frame	data/chars/0yuri/sp04.gif
	attack	145 105 70 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp05.gif
	frame	data/chars/0yuri/sp06.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp07.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/0yuri/sp08.gif
	attack	71 110 75 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp01.gif
	frame	data/chars/0yuri/sp02.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp03.gif
	frame	data/chars/0yuri/sp04.gif
	sound	data/sounds/punch2.wav
	attack	145 105 70 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp05.gif
	frame	data/chars/0yuri/sp06.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp07.gif
	frame	data/chars/0yuri/sp08.gif
	attack	71 110 75 45 20 1 0 0 35 15
	dropv	2 4
	frame	data/chars/0yuri/sp01.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/0yuri/sp02.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/sp03.gif
	frame	data/chars/0yuri/sp04.gif
	seta	0
	offset	155 220
	delay	6
	frame	data/chars/0yuri/th13.gif
	frame	data/chars/0yuri/th14.gif
	frame	data/chars/0yuri/th15.gif
	frame	data/chars/0yuri/th16.gif
	@cmd	flip
	delay	12
	offset	145 208
	frame	data/chars/0yuri/b30.gif
	frame	data/chars/0yuri/ju12.gif
		
anim	waiting
	loop	1
	delay	10
	offset	0 0 0 0
	frame	data/chars/0yuri/wait1.gif
	delay	8
	frame	data/chars/0yuri/wait2.gif
	frame	data/chars/0yuri/wait3.gif
	frame	data/chars/0yuri/wait4.gif
	delay	6
	frame	data/chars/0yuri/wait5.gif
	frame	data/chars/0yuri/wait6.gif
	frame	data/chars/0yuri/wait7.gif
	delay	9
	frame	data/chars/0yuri/wait8.gif

		
anim	walk
	loop	1
	delay	9
	offset	145 205
	bbox	128 121 33 80
	frame	data/chars/0yuri/wk01.gif
	frame	data/chars/0yuri/wk02.gif
	frame	data/chars/0yuri/wk03.gif
	frame	data/chars/0yuri/wk04.gif
	frame	data/chars/0yuri/wk05.gif
	frame	data/chars/0yuri/wk06.gif
		
anim	walkoff
	loop	0
	delay	12
	offset	145 205
	bbox	108 121 33 80
	frame	data/chars/0yuri/ju11.gif
		
#|edited by openBor Stats v 0.53
		
