name		ralfplr
	frame	data/chars/xralf/pain2.png
	frame	data/chars/xralf/pain3.png
	frame	data/chars/xralf/pain4.png
	frame	data/chars/xralf/rise08.png
	delay	30
	frame	data/chars/xralf/rise07.png
	delay	12
	frame	data/chars/xralf/rise06.png
	frame	data/chars/xralf/rise08.png
		
anim	respawn
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/spw06.png
	sound	data/sounds/xralfTlk01.wav
	frame	data/chars/xralf/spw06.png
	frame	data/chars/xralf/spw01.png #2
	frame	data/chars/xralf/spw02.png
	frame	data/chars/xralf/spw03.png
	frame	data/chars/xralf/spw04.png
	frame	data/chars/xralf/spw05.png
	frame	data/chars/xralf/spw06.png
	@cmd	looper 2 2
	delay	10
	frame	data/chars/xralf/spw10.png
	frame	data/chars/xralf/spw11.png
	frame	data/chars/xralf/spw12.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw20.png
		
anim	rise
	loop	0
	delay	25
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/fall4.png
	delay	9
	frame	data/chars/xralf/sld02.png
	frame	data/chars/xralf/sld01.png
	frame	data/chars/xralf/grd06.png
	frame	data/chars/xralf/grd07.png
		
anim	run
	loop	1
	delay	9
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/run01.png
	sound	data/sounds/run.wav
	frame	data/chars/xralf/run02.png
	frame	data/chars/xralf/run03.png
	frame	data/chars/xralf/run04.png
	sound	data/sounds/run.wav
	frame	data/chars/xralf/run05.png
	frame	data/chars/xralf/run06.png
		
anim	runattack
	loop	0
	delay	6
	offset	145 211
	bbox	130 125 30 75
	fastattack	1
	forcedirection	-1
	@cmd	dasher 3 0 0
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xralf/a70.png
	@cmd	spawn01 "dust" 40 1 1
	sound	data/sounds/xralf04.wav
	frame	data/chars/xralf/a71.png
	attack8	135 115 47 50 5 0 0 0 15 0
	frame	data/chars/xralf/a73a.png
	frame	data/chars/xralf/a73b.png
	attack8	0 0 0 0
	frame	data/chars/xralf/a80.png
	blast	135 120 65 40 30 0 0 30 0
	dropv	2 5
	frame	data/chars/xralf/a81.png
	frame	data/chars/xralf/a82.png
	frame	data/chars/xralf/a83.png
	blast	0 0 0 0
	@cmd	stop
	delay	25
	frame	data/chars/xralf/a83.png
	delay	12
	frame	data/chars/xralf/a84.png
		
anim	runjump
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 55
	frame	data/chars/xralf/jump01.png
	frame	data/chars/xralf/jump02.png
	frame	data/chars/xralf/jump03.png
	frame	data/chars/xralf/jump04.png
		
anim	runjumpattack
	loop	0
	delay	9
	offset	145 211
	bbox	113 95 30 50
	fastattack	1
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xralf08.wav
	frame	data/chars/xralf/jua20.png
	frame	data/chars/xralf/jua21.png
	attack8	130 122 82 50 10 0 0 0 12 0
	frame	data/chars/xralf/jua22.png
	delay	5
	frame	data/chars/xralf/jua23.png
	attack8	0 0 0 0
	frame	data/chars/xralf/jua23.png
	attack	130 122 82 50 25 1 0 0 20 0
	dropv	3 4
	frame	data/chars/xralf/jua23.png
		
anim	runslide
	loop	0
	delay	9
	offset	145 211
	bbox	130 175 30 25
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xralf02.wav
	@cmd	dasher 3.5 0 0
	frame	data/chars/xralf/jump00.png
	@cmd	spawn01 "dust" 40 1 1
	frame	data/chars/xralf/sld01.png
	frame	data/chars/xralf/sld02.png
	delay	80
	attack	135 165 100 50 30 1 0 0 25 15
	dropv	2 4
	delay	30
	@cmd	dasher 3 0 0
	frame	data/chars/xralf/sld03.png
	@cmd	dasher 2 0 0
	delay	20
	frame	data/chars/xralf/sld03.png
	attack	0 0 0 0
	@cmd	stop
	delay	8
	frame	data/chars/xralf/sld02.png
	frame	data/chars/xralf/sld01.png
	frame	data/chars/xralf/get02.png
	frame	data/chars/xralf/grd06.png
	frame	data/chars/xralf/grd07.png
	frame	data/chars/xralf/jump00.png
		
anim	select
	fshadow	0
	loop	0
	delay	5
	offset	0 0
	sound	data/sounds/blink.wav
	frame	data/chars/xralf/xwait2.png
	sound	data/sounds/xralfTlk02.wav
	frame	data/chars/xralf/xwait3.png
	frame	data/chars/xralf/xwait2.png #2
	frame	data/chars/xralf/xwait3.png
	@cmd	looper 2 10
	delay	100
	frame	data/chars/xralf/xwait2.png
		
anim	spawn
	loop	0
	delay	50
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/spw30.png
	delay	12
	sound	data/sounds/xralfTlk02.wav
	frame	data/chars/xralf/spw31.png
	frame	data/chars/xralf/spw32.png
	delay	40
	frame	data/chars/xralf/spw33.png
	delay	12
	frame	data/chars/xralf/spw32.png
	frame	data/chars/xralf/spw31.png
	frame	data/chars/xralf/spw30.png
		
anim	special
	energycost	30
	mponly	1
	loop	0
	delay	5
	offset	145 211
	bbox	0 0 0 0
	forcedirection	-1
	staydown	500 500
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xralf/a60.png
	@cmd	dasher 2 0 0
	sound	data/sounds/punch2.wav
	frame	data/chars/xralf/a61.png
	frame	data/chars/xralf/a62.png
	@cmd	stop
	delay	8
	blast	135 120 85 40 40 1 0 30 40
	frame	data/chars/xralf/a63.png
	blast	0 0 0 0
	delay	5
	@cmd	flip
	@cmd	dasher 2 0 0
	sound	data/sounds/punch2.wav
	frame	data/chars/xralf/a51.png
	frame	data/chars/xralf/a52.png
	@cmd	stop
	delay	8
	blast	135 114 80 42 40 1 0 30 40
	frame	data/chars/xralf/a53.png
	blast	0 0 0 0
	frame	data/chars/xralf/a54.png
	@cmd	spawnAni "dust4" -75 1 1 "ANI_FOLLOW5"
	delay	5
	@cmd	flip
	@cmd	dasher 2 0 0
	sound	data/sounds/punch2.wav
	frame	data/chars/xralf/a61.png
	frame	data/chars/xralf/a62.png
	delay	8
	@cmd	stop
	blast	135 110 85 40 40 1 0 30 40
	frame	data/chars/xralf/a63a.png
	blast	0 0 0 0
	@cmd	spawnAni "dust4" -75 1 1 "ANI_FOLLOW5"
	delay	5
	@cmd	flip
	@cmd	dasher 2.5 0 0
	sound	data/sounds/punch2.wav
	frame	data/chars/xralf/a51.png
	frame	data/chars/xralf/a52.png
	@cmd	stop
	delay	8
	blast	135 114 80 42 40 1 0 30 40
	frame	data/chars/xralf/a53a.png
	blast	0 0 0 0
	frame	data/chars/xralf/a54.png
	delay	6
	@cmd	flip
	frame	data/chars/xralf/a71.png
	sound	data/sounds/xralf08.wav
	@cmd	dasher 3 0 0
	frame	data/chars/xralf/a72.png
	frame	data/chars/xralf/a73a.png
	frame	data/chars/xralf/a73b.png
	frame	data/chars/xralf/a74.png
	delay	7
	sound	data/sounds/punch3.wav
	blast	135 125 80 30 40 1 0 30 40
	frame	data/chars/xralf/a74a.png
	delay	40
	@cmd	stop
	frame	data/chars/xralf/a75.png
	blast	0 0 0 0
	delay	10
	frame	data/chars/xralf/a77.png
	frame	data/chars/xralf/a84.png
		
anim	waiting
	fshadow	0
	loop	1
	delay	12
	offset	0 0
	frame	data/chars/xralf/xwait1.png
		
anim	walk
	loop	1
	delay	9
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/wlk01.png
	frame	data/chars/xralf/wlk02.png
	frame	data/chars/xralf/wlk03.png
	frame	data/chars/xralf/wlk04.png
	frame	data/chars/xralf/wlk05.png
	frame	data/chars/xralf/wlk06.png
		
anim	walkoff
	loop	0
	delay	12
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xralf/jump01.png
		
#|edited by openBor Stats v 0.67
		
